feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,y
-1.5850108,1.4105442,1.4321535,1.0231502,0.073099464,0.4482288,-0.4818506,-0.07753456,-0.1455283,0.571611,74.67498779296875
-2.4556084,1.2991364,-1.0878994,-0.23776543,-2.071094,-0.3155814,0.22919782,0.81154436,-1.0080113000000002,0.8917659,76.3994140625
-2.1254134,0.2994022,-1.0991751,0.86665094,-0.7475691999999999,-1.2581908000000002,-2.7549477,0.92358476,-1.861464,0.34526286,76.08285522460938
-1.1609268999999998,1.1507502,0.6579303000000001,-1.6037204,-0.50193864,0.48852977,0.50304025,-0.8462006999999999,-1.5716498,1.7748727999999998,75.73500061035156
-0.85587925,0.38564762,-0.5617828,-1.1186723,1.1965065,-0.44183645,-1.1489743,0.24687602,-2.1340926,1.2644646000000002,70.88749694824219
-0.8436483,-1.7378763,0.76475,1.3148599,0.3992813,1.2115063999999998,-1.6112182,0.20133503,-1.7344986,1.4253869,61.66645431518555
0.3578053,1.7124407,0.5038204000000001,0.9613224,-0.15547656,0.08579152,-0.51577383,-1.0719011,-1.8279585,2.1807506,76.28824615478516
-1.0217971,1.4051764,-0.927793,1.4934438,0.7845689,1.9581203,0.3071049000000001,-0.3139386,-1.2560302,0.86931676,75.78775024414062
-1.5738503,0.20103902,0.7366792,-0.29449517,-1.0052416,-0.23932107,-0.5436005,-0.57473165,-0.050815016,2.0387475,76.03644561767578
0.43820316,0.019443799,0.23680307,-1.5124030000000002,1.7420871999999998,0.1273914,0.4337819000000001,-2.0788863,-2.1204247000000005,0.9779269,41.38041305541992
-1.5213659,1.5138835,0.45272604,-1.2940372,-0.17510577,1.3187921,-1.1993157,0.6964143,-1.6415697,0.35658795,76.41053771972656
-0.11794987,0.9190396,-0.36181754,-0.020020653,-1.1003805,0.942239,-1.2616715,-1.3486346000000002,-1.4724151,1.9698393,76.21209716796875
-1.6270827,1.8575565,0.28899652,-0.22655167,0.6999923000000001,-0.43637496,-0.3831796,-0.2628261,-1.0544556,0.40904683,72.53750610351562
-2.8230853,-0.904483,-0.47537303,-0.34304565,0.7059814999999999,0.1608769,-0.85207844,-0.10408224,-0.14991565,0.7425560999999999,71.7761001586914
-2.4756887,0.98591006,-0.58657175,0.12896612,-0.41909453,-0.25345993,-1.1805776,-0.2181826,-0.76171374,-0.2341947,71.83988189697266
-2.6673317,0.09797786,0.17563795,-0.63676524,-1.6425238000000002,-0.009666845,-0.646772,-0.09888068,0.16027305,1.4436704,73.9542236328125
-0.18028295,0.23608382,-0.78769255,1.898102,-0.94778633,-0.06157033,0.30794752,-2.1992013,-1.0823973,2.264562,75.5361557006836
-1.3959335,0.47038093,0.47122428,0.29759496,0.8011807,1.1077834,0.16285613,-0.70460826,-1.6025301,0.19974402,75.00934600830078
-2.2544332,-0.45489943,-1.0461144,-0.6550726,0.86652917,0.25743544,-0.5213938,-0.075888805,-1.535184,-0.023077432,73.84329223632812
-2.020977,-1.0008631,-0.24615648,0.22772457,-0.7201223000000001,0.41569486,1.2417414,0.21109049,-1.2141107,0.8817146999999999,75.83977508544922
-0.5917906999999999,1.9078263,-0.57037705,-0.11506363,-2.7359104,0.045091424000000005,-0.19012588,-1.9943953,-0.52195364,2.4110568,70.30561828613281
-2.1865604,-0.7874466999999999,-0.8176578,0.8729179,1.1348996999999998,0.6417478,-0.5835918999999999,-0.026051847000000003,-1.3685044,0.23745793,73.84632110595703
-1.5657736,0.26774085,-1.1479278999999998,0.33778918,1.6338229,-0.7578590999999999,-1.1037574,-0.30479124,-0.972124,1.1800076000000002,74.6063003540039
-1.1164024,-0.33135623,0.47933266,0.47009447,-0.6897088,0.48244515,-0.6612449,0.009287457,-1.5162457,1.1398814,75.12797546386719
