feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,y
0.40872943,-2.0437632,0.988263,-0.17904307,-1.1142455,-0.5733647,0.17352232,0.5612550000000001,0.31695417,-0.742051,-24.757343292236328
-0.6861829,-0.5116165,1.6117007,-1.1004716,-0.16554509,-1.2304604,-0.19298115,-0.675164,1.07367,-1.3524885,-31.491647720336914
0.3945992,1.4027199,-1.1497966999999998,-0.11162369,-0.39885873,1.4303743,-0.7358717,0.32559523,-1.2358558000000002,2.2464328,57.10718154907226
-1.5082579,-3.4954684,1.6311027,-0.36249548,0.548946,-1.5037214,-0.98401505,0.8098609999999999,-1.0254002,-1.5147540000000002,-30.54934501647949
0.91265136,0.6130905,-0.5414788,0.9548026,-0.49532467,-0.7455858,-0.6700403,1.2835303999999998,0.0002797697,-0.553532,-15.207240104675293
-0.060860388,0.279923,-0.6840861999999999,1.3736056,-1.3166648,1.0551198999999998,1.9830331,0.8160156,-0.5921219,-0.77124566,-10.488018989562988
1.2385358,-2.6163352000000004,-0.8872781999999999,0.5839072,-0.06298847,0.002004031,0.6963746999999999,2.745707,0.1232292,-0.34584677,-24.46693992614746
-1.2361823,0.5636993,-1.4338533000000002,0.7253520999999999,1.5902556,-0.9568242,-0.57525104,0.246888,-1.1829803,1.7752564,74.73063659667969
-1.8945922,-0.3968149,1.5402796,1.1719892,0.40793732,0.32451433,-0.462811,-1.4881725,0.23542899,-1.4578445,3.1796975135803223
0.60434735,1.8107556,1.1218837,-1.4074898999999998,0.7397263000000001,-0.95682555,-1.0569191999999998,-1.360629,-0.0143348295,-0.3035872000000001,-0.07695940136909485
-1.2113987,-0.48978308,-0.21248986,0.8177494000000001,-0.0032562017,0.24451198,-0.69121146,-0.764333,-1.0734921999999998,1.5077444,75.63988494873047
0.9886898,-1.3106847,1.1679032,-2.0130768,-0.33238277,1.0934267,-0.010559196000000002,2.3113742000000004,-0.025689093,-0.3922625,-16.882404327392578
-1.3359168,-2.8137665000000003,-0.5452949,-2.4622693,-0.10420363,0.041344497,-1.2071187,0.039283697,0.7774674,-0.9903346,-29.727191925048828
-0.8516875,1.4555198,-0.9226912,-0.52633643,-0.16247721,0.052870218,-0.24092963,1.10379,-1.3674783,1.1895533,54.17629623413086
0.19007596,-3.0812588,0.3334145,-1.0127541,1.1249462,-1.525542,-0.44165686,0.5705104999999999,0.7826772,-0.6926960999999999,-24.387380599975586
-0.33221778,1.6255436,1.2189963,-0.6272869000000001,-0.4794148,0.79269814,1.1781048,1.0151061,0.0033632813,-1.274651,-27.739347457885746
1.0194141,-1.2840843000000002,1.6057578,-0.43144754,0.12163284,-0.33658552,-1.4742205,0.16050026,-0.51672286,-1.0393384,-20.49788475036621
-2.23707,-0.73455703,0.4028751,-0.8874679,2.2680023,0.65488225,0.4502833,0.5080813,-1.0644803,0.072343536,49.09896087646485
-0.107960805,2.3501775,-0.27367312,0.10007971,0.45709595,1.9202011000000003,-0.47006506,-1.0957099,0.62109953,-0.29954052,44.83538436889648
2.4638824,1.5885602,-1.3773141000000002,-0.23230131,-0.52694696,-1.134393,0.40826026,1.3045236,0.4643303,-0.55278987,-22.675567626953125
0.35771346,0.22490929,-0.49008048,-0.12702447,-2.044756,0.066094056,0.638284,0.049292736,-0.58729774,-1.4408885,-17.757793426513672
1.4690603000000002,-1.8980505,1.7821724,1.5230294,-2.2350295,-0.13359703,1.4535281999999998,0.25628904,1.909653,0.5057709,-1.0591801404953003
1.0238879,1.332056,0.7068656,-0.06825830000000001,0.2928659,-1.0216849,1.408095,2.7514207,-0.5948336,-0.4016547,-23.70522880554199
-0.10451464,-1.4546831,-0.37859663,-0.3065777,-1.489667,-0.06834205,-0.17482243,0.7535122,0.23551318,-2.0496287,-27.600059509277344
1.4861625,-1.3782166,1.2123495000000002,-2.2272222000000004,-0.77129906,-2.5790055,0.816964,0.7428912,1.2351177,-0.5872179,-25.86858558654785
-1.1452582,-1.4655298,1.1050563,0.5666555999999999,-1.7579876,-0.28908548,-0.8142505,0.22826535,-0.5700608,-1.4424847,-15.30764389038086
1.2327536,-0.79702353,1.183157,0.9117532,-0.5821991,-0.8529455,-0.11751256,0.09546113,-0.33415616,-1.7624779,-20.044343948364254
