feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,y
-1.3711764,0.70136464,0.48211822,1.0487572,0.12654799,0.466109,-0.43192875,0.42148322,-1.1323032,0.621188,72.88519287109375
-1.3117999,-0.51942927,0.0053289365,-0.9007505,-0.5125155,0.5655248,-0.28748527,-0.30807588,-1.4381261,1.0638573999999998,72.39835357666016
0.12607482,0.8918799999999999,-0.26636803,-1.3081042,0.1541786,1.2329676,-1.4982188,0.035650108,0.04603386,-1.3811495,16.48737907409668
0.10771734,2.7230124,1.5253968,0.44699067,0.5414858,1.5138688,-0.92067635,-0.15819764,-0.7299340999999999,-0.8410731,37.64773559570313
-2.5000353,0.09638803,-0.43658486,0.13563804,-1.3928573,0.72623116,-0.76954186,-1.1725504,-0.57748413,-0.19454393,69.18611145019531
0.7852690999999999,-0.65230614,-0.9376131,0.20770933,0.09902012,0.12321779,-1.0099024,-0.7760373,0.8872552,0.9799524,10.491850852966307
-1.1612703000000002,0.31569309999999995,0.9539643,-1.0864774,-0.97805583,0.34327322,-0.9947507,0.18792024,-1.4522656,1.1157378999999998,70.71101379394531
0.26969004,0.7862446,-0.97928804,-0.6585072,0.10228441,-0.09348547,1.2584846,-0.41590956,-2.8021932,1.6830803,72.51361846923828
-2.2072358,-0.7339424,0.47589833,1.0004426,0.47973007,0.65084213,2.7363064,-1.6356773,-0.4472166,0.22380324,64.96783447265625
-1.2150853,-0.83079815,1.3585451000000002,1.1361991000000002,0.91043323,-0.43043354,-1.4023427,-1.7219698,-1.4592423,1.0465211,75.97200012207031
-0.7456731,-1.2510138000000002,-0.105126396,-0.6624571,1.3218052,-0.49212655,-0.19860685,1.2050071000000002,-0.04051347,0.5939848000000001,21.33052635192871
-1.8290938,2.2023554,1.3051308,0.008533736,-1.7384174,-0.48542264,-0.43375412,-0.96415424,1.2900751,1.2069128,62.42211151123047
-0.119186886,0.95519185,0.30186373,-2.0921793,-0.7779863,-0.13119817,1.2898517,-0.71877915,-1.0226189,1.2898022,27.034954071044922
-0.62498826,-0.18675481,0.427521,-0.68881565,0.80429775,-1.9899569,0.40065935,1.379162,0.50915366,1.1227200000000002,24.497417449951172
-1.6485286,0.6506411999999999,2.003887,0.32797757,-0.38633215,0.26470023,0.33320636,0.26350078,-0.05459908,1.3140056999999998,70.3524169921875
-1.9619148,0.14957748,0.2877912,0.86389804,0.6684141,2.253475,-0.0015473433,-1.2402178,-0.17293167,-0.45474267,66.27800750732422
-2.781201,0.8279025,0.8913956000000001,1.1579754,0.33947998,-1.0507907,0.28004876,-0.6742701999999999,-0.43854377,-1.0095133,39.72140121459961
-0.90762323,-0.59864324,0.34564748,-1.0482965,-1.0585505,0.8224201999999999,0.5615087,-1.18386,0.9488056,1.7895838,27.62246322631836
1.5461296,-0.3419218,0.9356592,0.52454084,-1.962045,1.1206744,-0.47673506,0.4316244000000001,-0.4883024,-1.5329801,-6.926669120788574
-0.46705177,1.6640252,-1.9369929,1.9847705,0.5501852,-1.0167319,0.4006822,-0.22174871,-1.3001399,1.6092235,56.954811096191406
-1.3992983,0.73349535,1.0699354,0.98650295,0.30458584,0.70665675,-0.73247254,-0.20709969,-0.8230791999999999,0.3053436,69.93686676025389
0.31769475,3.3515108,0.5355565999999999,-0.13883816,1.4053714,1.1312267,0.3561058,-0.91873693,-1.8304782,1.3488572,70.13351440429689
0.44229493,-1.7256223000000002,-1.7847807,-0.13739061,-0.5416557,1.1171331,-0.37271783,-1.3063319,-1.017889,1.1884857,19.53057861328125
-1.9959598000000005,0.6867844,-1.6567476000000003,1.0668732,-0.358752,-0.5003707000000001,1.6651356,0.15293036,-1.582241,-0.13488828,69.13996887207031
-1.085756,3.100723,-0.73341936,-1.2465024,-0.67012113,1.3930917,-1.0843523000000002,-1.3508223,0.4728451,0.94641566,66.74231719970703
-0.88684875,0.97947073,1.0828679,1.3425891,-1.3638246,-1.5306855,-0.16541219,-0.019173037,0.29949397,1.3434191999999998,41.613670349121094
-0.366771,0.53894764,0.802165,-0.075463735,1.9195867,1.0696061,-0.8954099,-0.35396928,-0.5241809000000001,2.4066105,75.86617279052734
-1.7201721999999997,0.4470291,0.8049294,-1.464636,-1.1864232,0.9003402,1.3510052,-1.468884,0.92272025,1.8406792,43.45271301269531
-0.73042536,0.66002274,0.93208915,1.725737,-2.2072196,0.076960586,-1.6347743,-1.8333241,-0.5319739,1.5873313,73.98210144042969
0.4879695,-0.119192585,0.5103847,-0.7036216,-1.0151534,0.19254917,-0.8075114000000001,0.31338096,-1.7217877,1.2805368,34.469310760498054
-1.5624076,-1.3935181,0.475172,1.4535893999999998,0.26890194,0.5639772,0.23298045,1.0172124,-0.10180447,2.2943683,74.98930358886719
-0.7875449000000001,1.5462378,2.073584,1.131987,0.55594516,0.11304201,0.44230935,-1.4761904,-0.30213675,1.1951413999999998,72.75662994384766
-1.0991185,0.7771661,-0.6387944000000001,-0.84673,0.31309864,-0.35279754,-0.7557543999999999,1.0189205,-0.59321725,2.6837077000000003,75.6059799194336
-1.831635,0.23721254,0.14672770000000002,-0.70606077,-1.5023215,-0.6274799,-0.3663413,-1.82741,-0.3339742,0.96939504,71.474365234375
-0.79634684,0.18451668,0.23320296,0.16467337,0.33896807,-0.11544032,1.8633469,-0.8564053,-1.7138467,1.1887176000000002,70.4827880859375
-1.2538847,-0.068748064,-3.4278693,0.24809465,-0.12096345,1.9758425,-0.38549894,0.7747655999999999,-1.0166944,-0.25526416,12.508761405944824
-1.6441306,-0.032428205,0.06801972,-1.6152033,-1.7746307,-0.62991923,-0.35964265,-0.68759775,-1.9043522,1.292879,72.97820281982422
-1.0917728,-0.2641023,-0.3807349,0.6845420999999999,-0.4922626,-0.71244943,-0.013127227,0.4280325,-1.5144275,1.4625243,64.53876495361328
0.54228824,1.2964283,-0.45339915,-0.55229723,1.1940631000000002,0.15140297,-1.3720291999999998,0.07728738,-1.2218726,-0.18515642,15.328314781188965
-0.37974215,0.52230996,1.9321961,-0.19440979,-0.10106578,0.42041498,-0.449104,0.8882534,-1.8114828,1.8904824,74.00891876220703
-2.2275977000000005,-0.06904549,1.1378938,-0.60481286,0.8746755999999999,-0.20188032,-0.24616091,-0.5548331999999999,1.2872266,1.0803242,47.424293518066406
-0.9228664,0.6772158,-0.19713688,0.461847,-1.5178696000000005,1.1945252,-1.6520381999999998,0.73173046,0.91798973,-0.22569734,48.52104949951172
-1.4600599,0.53299695,1.453818,-0.81910837,1.3287576,0.4107859,0.40819162,1.5599751,-0.5324679,2.1155381,76.20793914794922
-0.1905562,-0.071389735,1.5533378999999998,2.151208,-0.20807426,0.89568853,-2.903598,-0.8003776,-0.49153295,-0.23730831,71.64088439941406
-0.5635045,-0.34042242,-0.20872147,0.022105003,-0.4470292,-2.2359767,0.46256462,0.6250458999999999,-2.0548487,1.4833045,62.19347763061523
-0.86849004,-0.75972754,-1.1129878,-0.627188,1.0837139,1.1816947,-1.7120471000000002,-0.45852482,-1.5149153,1.6098624,74.27635955810547
-1.5144114,0.13034499,1.4823593000000002,1.5016006000000002,0.15386832,1.5753568,-2.6051257000000003,2.8123655,1.6642939,0.83479375,72.74207305908203
-0.4565925,0.19143614,2.020952,-0.34444913,0.2632231,-1.4825393999999998,1.0607094,-0.33402550000000003,-0.68734986,1.9139968,46.44034194946289
-1.0520755,0.49811167,-0.9442869,0.70069766,-1.1844562,1.0696136,-0.040751033,-0.14870054,-0.6225086999999999,1.5738131000000002,58.70010757446289
-2.1126568,-0.34392777,0.052984796,1.7843406000000002,1.5267918,-1.9972675,1.0994514,-0.057538085,-2.0427132,0.2925685,75.60700988769531
-0.65952057,0.1185598,1.2359806,1.1578263999999998,-0.08659413,-0.22378929,0.05447526,-0.28706568,0.15074171,0.07974311,16.78192138671875
-2.1988919,0.7537144,-0.83666486,-0.03230037,-0.084973566,0.056050356,-0.40782574,-1.4319454,0.018363837,-0.06718885,57.21283340454102
-2.155705,0.6711834,0.19770075,0.2517104,-0.18281125,0.9176874,-1.1535733999999995,-0.39835963,-0.7842123000000001,-0.33037278,64.95685577392578
-1.3527923000000002,0.15002191,1.4133114,0.69365793,-0.5947004,0.49643663,-2.6746728,0.070611246,-0.35437128,0.4059541,58.98595809936523
-0.43101516,1.8507254,0.46380833,0.27866337,1.0444311,0.31787953,-0.5111689,-1.5939777,-1.152369,0.64959395,65.30934906005861
1.0710323999999998,-0.56260026,-1.2531798,-0.065644145,-0.29126105,2.5675094,-1.5149539,-1.5536299999999998,-0.86849326,-1.5128461000000002,38.46410369873047
-2.1028788,-0.46423241,1.5004485,1.0004601,0.20598207,-0.5469189999999999,-0.8846584000000001,1.4751555,-2.0673342,0.8613821,72.6562728881836
-0.67129654,-0.17012994,0.84933686,-0.6066404000000001,0.30662492,0.8527615,-1.4191896000000002,-2.3097792,0.098600246,1.8468868000000005,72.95646667480469
-1.5417248,0.3642852,1.2372143,0.06146071,-0.1949863,-1.2606452,-1.2825874,-0.009221075,-1.9156067,0.17381333,53.9225959777832
-1.559949,1.6174263999999998,-1.5219121,-1.7604,1.1993537,2.8173127,0.32402843,0.97971094,-1.12754,-0.6411269,48.4654655456543
-1.2805595,-1.028041,0.18299124,-0.7760878999999999,-0.29201418,0.16630581,-4.1892343,-1.5700127,0.30485886,1.024225,73.99789428710938
-1.9960512,1.0192496,-0.57531327,-0.2310632,-0.19863121,0.1771836,-0.31199577,-0.10276592,-0.5805394,0.37648118,69.75335693359375
-2.3248634,-0.46391165,0.50769734,0.16549848,0.33267894,1.3707849,0.29727677,-2.5350258,0.28796268,0.21895136,74.33600616455078
-1.7247121,-0.029315315,1.4700562,-0.13444346,-0.213682,0.3891172,0.46711618,-1.0496422,-0.6501084,0.9453738000000002,72.37039947509766
-0.99065405,-0.2867217,1.9519291,0.0779373,1.1829005,0.50697637,1.1138624,-2.7999642,-0.30445802,1.3071355,68.02013397216797
-2.1487646,0.7001156,-0.30432132,0.43159428,-0.00713552,0.6006153000000001,-0.29569626,0.90223634,0.93104535,1.5489123,61.08106994628906
-0.94465774,1.0199763000000002,0.8681523000000001,1.2155516000000002,-0.61047,1.1595702,-1.3776701999999998,-0.5164777,0.6200551999999999,1.3307742,65.64229583740234
-2.0576267,0.9033269,0.43852264,-0.12071743,0.0013807119,0.8379025,2.7615376,-0.36304098,-0.75272226,-0.5137986,46.48527145385742
-0.43355662,-0.14595798,-0.3821575999999999,-0.54783094,0.3717985,-1.6453779,0.83684254,1.5233041,-1.8216248,2.2336953,72.0943603515625
-1.0021867,0.7805426999999999,1.3529806,1.1334858,1.625543,-0.839883,0.11150726,-1.7337525000000005,1.0164798000000002,0.2754795,39.97600173950195
-1.8638322,1.7918625,-0.30763948,0.47749656,0.2568875,0.03948031,-0.5865908000000001,0.23956268,-0.4737014,0.34145087,72.18411254882812
-1.3486083999999998,0.87727684,0.68712676,0.04286941,-0.19273853,1.1518776000000002,-1.4143548,-1.5667819,-0.14246146,0.41483864,70.3798599243164
-1.2582899,-0.2789182,-1.0055816999999998,0.44039458,1.6325055,0.42412668,0.77906513,-0.62516385,-0.20688929,1.5070434,61.23891067504883
-1.0313681,0.01726927,0.38901448,-0.13663909,-1.2665794,2.432401,-1.5783563,-0.6742829,0.016410979,1.7939966,70.57613372802734
-3.0363023,-0.17893736,-0.5919809,-0.9643696,-0.595902,-0.38213584,0.16217698,0.06921566,-1.3385577,-0.028649772,68.52983856201172
-0.027171366,1.2425753000000002,-0.5277841,-0.27433833,1.6367141,0.930732,-1.7274973000000002,0.99443555,-0.6264495,1.1760617,47.35748672485352
-0.4962296,-0.4037481,0.1909609,1.1520997,0.7801486,0.04882352400000002,-0.07091812,0.53475994,-1.2023399,0.923338,41.21847152709961
-1.3663552,1.0343198,-0.22200313,2.6858168,-0.5129516,1.4553341,1.111955,0.54247326,-0.59421426,1.8092676,74.50438690185547
-1.9601656000000005,-1.6459856,-1.182109,-0.0139367245,-0.43206292,-0.9308094,0.9934611,0.5943168000000001,-0.8265839,1.6817532,61.27476501464844
-0.840087,0.21167696,1.6605378,2.2774916000000003,0.32540083,-0.05428558,0.6249718000000001,1.763665,0.1734111,1.0051982,38.69619369506836
0.40633795,-0.06197505,0.9843202,-0.13163346,0.3366328,-0.11358404,-1.4637694,0.66629237,-0.047135785,0.57771236,21.020662307739254
-1.4636346000000002,-0.9453924,0.1295464,0.76728266,-1.6968166,1.9660953,0.019248735,0.65703183,-1.6335008999999998,0.5312393,70.8585433959961
-0.9695355,1.0577683,0.51531833,0.37285894,0.16654570000000002,1.2191457,0.6872231,-0.6925220999999999,-0.7539308000000001,1.3094953,75.89290618896484
