a3,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,season_autumn,season_spring,season_summer,season_winter,size_large,size_medium,size_small,speed_high,speed_low,speed_medium
8.905057278051299,8.499202121790587,6.722671175485727,82.6026222787636,2.7988239239698696,28.014522517895244,63.677022269857574,141.26282631984859,18.202469826363767,0,0,0,0,0,0,0,0,0,0
8.95791128144427,8.500382806630464,6.6700386905804905,83.06315191397084,2.7885675960654206,28.134819261242953,63.90090828191079,141.3439142607013,18.099965838982136,0,0,1,0,0,0,0,0,0,1
10.042400939537586,8.999054890410195,6.9251869706580615,27.891859055017488,2.965555492410823,75.4777755236845,102.71452952152059,277.1232816388272,110.11165814326627,0,0,0,0,0,1,0,0,0,1
10.013963193561436,9.003073862833643,6.914322066420433,28.26944061542673,2.9547214999572606,76.17909827995368,102.20801574652609,276.34241688176326,110.43532857285554,0,0,0,0,0,1,0,0,0,1
10.137254489721219,8.499397739746096,7.60648387676536,11.915688256361449,1.8732674447861712,16.44289427333198,50.35473462692015,127.40463127282185,24.598328781096694,0,1,0,0,1,0,0,0,0,0
10.094236388020423,8.503301014274477,7.612993687084149,13.157115368254154,1.889786514337391,18.083509619052382,51.37914472306334,128.15828215066594,24.246803951886417,0,1,0,0,0,0,0,0,0,1
10.249756097560976,8.312617736140444,9.567513770525341,10.696183048520329,1.9179717433262935,62.5417490134094,60.883033042949435,127.2079943128841,6.452062577208968,0,1,0,0,0,0,0,0,0,0
10.43329778593797,8.302922961704912,9.704591772095919,11.573007508878948,1.9329162434383895,65.95509093826576,61.58905043128818,125.91540233468513,5.1506893616721205,0,0,0,0,0,1,0,0,0,0
10.638060498374918,7.993506806916396,5.485319140763031,77.41343888305123,6.10681433553573,123.26051609084331,144.1499983890097,296.93395339854163,3.651831990570222,0,0,0,0,0,0,0,0,0,0
10.643395524523665,8.002040576698867,5.511878629524576,76.8629868647735,6.107954303394271,123.84358934461024,143.4319815531788,296.16210895889776,3.38232181359448,0,0,0,0,0,0,0,0,0,0
13.745454545454546,8.123176485328864,6.509244171284921,87.79190877299025,2.912010253129685,108.12676242057374,69.17366608085217,149.79109171312842,2.9987130482084963,0,0,0,0,0,0,0,0,0,1
10.68112516236865,8.211713395971751,9.279614041582443,104.67401588795688,3.923835719413493,125.07972698458578,83.68401200590364,168.19126285113978,5.444595865272536,0,0,0,1,0,0,0,0,0,0
11.552900004890871,7.702091139591176,5.310935776929216,64.74128569335653,2.9287878309801574,370.9903462543079,49.970796907436146,183.40655091038835,17.21237030850928,0,0,0,0,0,0,0,0,1,0
11.625531757928494,7.691134289805977,5.287488241851588,65.08446318022341,2.913955475979968,370.47447133060155,51.760635863554164,182.94753340411665,17.445313772643644,0,0,0,1,0,1,0,0,1,0
11.684990557185388,8.005021711880522,3.3005605899613437,27.125236994064576,0.6379891021195958,165.44682841088851,36.511095261495775,111.62839061762213,3.0905427571190356,0,0,0,0,0,0,0,0,0,0
11.890923364790883,8.000818682868921,3.271496863208821,26.87703272322788,0.6213251887765441,164.80532719831103,36.67594465348675,110.58165310901835,2.696324641975875,0,0,0,0,0,1,0,0,0,1
13.685427933204933,8.094917470580464,10.676863655689885,3.4439197802349226,0.997040551506635,11.931447768792516,12.18443332624678,10.177317821638143,0.48495731425426136,0,0,0,0,1,0,0,1,0,0
13.664574037119573,8.108325610021874,10.749488389762854,3.5468797800338407,1.0162946082582824,11.834394138701544,13.01758507538503,9.46417639563207,0.8145229110883618,0,1,0,0,1,0,0,1,0,0
14.593778877652436,7.198271015474285,11.279288283457909,8.65658612428514,0.256138728841781,120.10128562691504,11.712156343237208,19.41864903001462,0.5014286185747611,0,0,0,0,0,0,0,0,0,0
14.574779647291875,7.198015475727318,11.301164452300062,9.619807645721101,0.22570839082709476,120.07375637922796,11.65910659498699,17.940176890962732,1.0378794550495432,0,1,0,0,0,0,0,0,0,0
17.32951289398281,8.337801792276476,6.356987164398117,73.67705439470525,2.432786921809442,78.55461980559734,63.1793031344899,138.12578313376997,6.3723942082218255,0,1,0,0,0,0,0,0,0,1
15.87365913087917,8.50238179352279,7.315729137008845,70.38892470531225,2.4994860465174544,67.47942607036713,64.21810321457399,139.3954036954438,9.107678661277784,0,0,0,0,0,0,0,0,0,0
18.785885746267695,8.06398082096867,4.780597246705824,77.6406000105905,2.2925492225375894,99.18700756399679,61.54493423325987,139.99051749537918,1.6801579510054385,0,0,0,0,0,0,1,0,0,0
17.32951289398281,8.354162563793087,6.452107929029581,73.45180842405794,2.4407770660384847,77.3555274466531,63.301324051359146,138.09070259577388,6.67617188214887,0,1,0,0,0,0,0,0,0,1
19.702152708110546,7.999781449045973,9.797105551920893,16.268088122266356,0.7335302111184707,20.732027271787242,25.929446268789498,44.632431553507736,0.752282544158898,0,0,0,1,0,0,1,0,0,0
19.561011051651864,8.001180303952113,9.834292640345991,15.399667068537669,0.7205031034889673,21.55655987370566,26.565077434429547,43.058550338579714,0.9438390472902553,0,0,0,0,0,0,0,0,0,0
21.76269171987411,8.399627399598259,4.89787501457028,47.0016820941133,0.5558489626867966,90.95818775195029,108.80153998990797,189.94483774691386,32.08760184018415,0,0,0,0,0,1,0,0,0,0
21.628083784177953,8.395690893139754,4.895977075653144,47.645187734989804,0.5415695921994159,92.20794340026083,108.41563051096989,188.34707603007598,31.682860612487392,0,0,0,0,0,0,0,1,0,0
15.336498516320477,7.603063152288285,7.004743911976014,17.98769566557108,3.8229097990880803,137.4347206106599,30.95256180402444,106.49598458021016,14.908105431351473,0,0,0,0,0,1,0,0,0,0
21.890677818598665,7.405432302738862,8.88984363386959,13.164854727815408,5.446261233084255,122.18833559617703,27.341331957201806,103.35788542161629,20.918959169811068,0,0,0,1,0,0,0,0,0,0
22.102565365991705,7.796462441669143,9.566394135687112,8.080601940629823,1.6634536301152252,33.78965675775153,16.61531676975794,34.696366601983485,0.9683178367530133,0,1,0,0,0,1,0,1,0,0
22.016738771291887,7.790304557591325,9.509502795441362,8.312529005492008,1.6757964652160922,33.49817474237107,17.1603574538802,34.125401342983935,0.8890217403907863,0,1,0,0,0,1,0,1,0,0
24.73044397115061,8.096236732923085,8.101967611373835,135.61599767082416,3.7804836489097227,245.79088168036913,137.53806594885324,250.10400015363317,20.891040823487536,0,0,0,0,0,1,0,0,0,0
24.806377414537423,8.1022094787789,8.069536816616278,135.72429409064287,3.7500088216059932,244.33467163136393,136.4808979610932,250.55460948078297,20.90706274885932,0,0,0,1,0,0,0,0,0,0
25.903652745762216,8.396550418386818,5.290464402428157,74.47553368775239,3.887683532870068,131.35167522932255,261.7242116057203,434.2525176036984,24.688643057379064,0,1,0,0,0,0,0,0,1,0
25.768576925398335,8.38886695999856,5.330718207993152,75.07184657508873,3.9055717230632654,130.67856623439621,261.66493216158034,433.95493165551983,24.890547040747983,0,1,0,0,0,0,0,0,1,0
40.5,8.114303177197852,8.373901714817917,103.90949758223637,3.929608959987582,133.4354414027869,72.8153110179772,179.62285388025748,4.494903762925954,0,0,0,1,0,0,0,0,0,0
35.10455713134374,7.906278203685721,6.27977142260104,102.37732206520396,4.001690334922366,153.68568261416343,51.431977909396835,205.40710138060768,1.806818473520231,0,0,0,1,0,0,0,1,0,0
35.0724736000007,7.908760272892404,6.271728839582052,102.34329564696004,3.9684875439162157,155.4310145572291,51.82240228595371,206.84512571318842,2.2624659821334543,0,0,0,1,0,1,0,1,0,0
11.8,8.0,3.3,26.76,0.6579999999999999,165.0,37.375,111.375,3.0,0,1,0,0,0,1,0,0,0,1
21.7,8.4,4.9,47.0,0.536,91.833,109.0,188.66701,32.0,0,1,0,0,0,1,0,1,0,0
0.0,7.8,10.53,100.83,5.41,486.5,24.0,58.374,27.5,1,0,0,0,0,1,0,0,0,1
0.0,7.7,4.4,53.0,2.31,90.0,22.2,116.2,16.0,0,0,1,0,0,1,0,1,0,0
0.0,7.4,10.7,11.818,2.1630000000000003,170.90900000000005,36.909,122.0,5.555,0,0,0,1,0,1,0,1,0,0
19.6,8.0,9.8,16.0,0.73,20.0,26.0,45.0,0.8,0,0,0,1,0,0,1,1,0,0
3.3,7.925,10.2,34.037,9.08,109.0,55.0,58.62300000000001,11.6,0,0,1,0,0,1,0,0,0,1
10.6,8.0,5.5,77.0,6.096,122.85,143.71001,296.0,3.7,0,0,0,1,0,0,1,0,0,1
0.0,5.6,11.8,7.64098570361906,2.22,5.0,1.0,1.0,1.07214792040487,0,1,0,0,0,0,1,0,0,1
18.9,8.07,4.8,77.36399999999998,2.302,98.182,61.182,138.7,1.4,0,1,0,0,0,0,1,0,0,1
25.9,8.4,5.3,74.667,3.9,131.66701,261.60001,432.909,24.917,0,1,0,0,0,1,0,0,1,0
2.1,8.0,11.9,130.67,6.54,196.0,75.0,84.0,4.5,1,0,0,0,0,1,0,0,0,1
0.0,8.6,10.1,2.111,0.6629999999999999,11.111,3.222,7.0,1.3,0,1,0,0,1,0,0,0,0,1
0.0,7.09,8.4,10.5,1.5719999999999998,28.0,4.0,13.6,0.5,0,0,0,1,0,0,1,1,0,0
0.0,7.9,11.8,63.51,4.94,137.0,159.5,218.0,6.5,0,0,1,0,0,1,0,1,0,0
16.0,8.5,7.3,71.444,2.512,66.667,64.389,137.778,9.384,0,1,0,0,1,0,0,0,0,1
0.0,7.77,10.7,12.536,3.976,58.5,9.0,44.136,3.0,0,0,1,0,0,0,1,1,0,0
0.0,8.2,9.5,2.2,0.672,10.0,3.8,6.2,0.8,0,0,1,0,1,0,0,0,0,1
7.5,8.3,7.7,50.0,8.543,76.0,264.89999,344.60001,22.5,0,0,0,1,0,0,1,1,0,0
6.1,8.0,9.2,39.0,4.86,120.0,187.0,213.0,2.0,0,1,0,0,0,1,0,0,0,1
0.0,7.6,10.2,32.3,4.508,192.5,12.75,49.333,7.9,0,0,0,1,0,0,1,0,0,1
5.0,8.5,7.9,12.444,2.5860000000000003,96.667,19.111,61.444,6.167000000000002,0,0,1,0,1,0,0,0,0,1
0.0,8.3,11.6,5.83,0.701,12.727,3.545,13.2,3.2,1,0,0,0,0,1,0,0,0,1
1.2,7.84,9.4,10.975,1.51,12.5,3.0,11.5,1.5,0,1,0,0,0,0,1,1,0,0
10.2,8.5,7.6,12.778,1.873,17.778,50.889,127.0,24.556,0,1,0,0,1,0,0,0,0,1
1.4,7.4,10.68,22.35,5.414,244.60001,66.4,171.27200000000005,3.8,1,0,0,0,1,0,0,1,0,0
0.0,7.62,8.5,11.867,1.715,208.33299,3.0,27.5,1.7,0,0,0,1,0,0,1,1,0,0
10.1,9.0,6.9,28.333,2.954,76.667,102.333,277.33301,110.456,0,1,0,0,0,1,0,0,0,1
10.3,8.3,9.7,10.556,1.921,65.556,61.556,127.222,5.233,0,1,0,0,0,1,0,1,0,0
7.3,8.43,6.0,40.167,2.67,723.66699,60.833,141.83299,25.0,0,0,0,1,0,1,0,1,0,0
0.0,7.3,11.8,44.205,45.65,24064.0,44.0,34.0,53.1,1,0,0,0,0,1,0,1,0,0
0.0,9.7,10.8,0.222,0.406,10.0,22.444000000000006,10.111,3.2780684372101803,0,0,0,1,0,1,0,1,0,0
1.2,8.0,12.1,66.3,4.535,39.0,16.0,39.0,0.8,1,0,0,0,0,0,1,1,0,0
3.0,7.5,8.8,58.331,8.687999999999999,758.75,104.5,292.625,3.0,0,0,1,0,0,1,0,0,1,0
1.2,8.6,11.62,1.5490000000000002,0.445,25.833,16.833,18.293,1.4,0,0,1,0,0,1,0,1,0,0
0.0,8.5,10.5,2.75,0.758,10.5,4.0,7.654,4.0,0,0,0,1,1,0,0,0,0,1
5.0,9.1,9.4,35.75,5.164,32.5,85.5,215.5,18.37,0,1,0,0,0,1,0,1,0,0
