ConcreteCompressiveStrength,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age
64.84759967243338,424.02086741896443,105.74082514256774,0.11143663865541054,151.4622370465576,18.687227639033505,937.4101260359811,803.9286363602887,55
66.65142428785607,419.3432760501308,103.47163802506539,0.0,150.42470276726394,16.84446498107507,938.6333025283874,815.5010965161065,49
64.91240195261295,424.86674661439395,105.74874933049868,0.10317379767284297,151.33692171864826,18.621728967714272,936.6072617110087,804.0263792073607,56
66.65142428785607,407.5125606738624,97.5562803369312,0.0,148.38492425411422,13.172863657405571,944.1407045138916,840.1824165252182,34
71.38099861303745,363.65755345622506,189.01855356940746,0.0,165.38239280459388,11.460848229444077,942.9745180451066,755.8834910623335,91
71.38099861303745,369.1953069466529,189.11570713941495,0.0,167.90838562478905,10.732196454387774,933.9392360344084,756.3206821273674,91
72.688,389.0020937070321,189.01129441877947,0.0,147.26662467231594,21.327982082621503,943.6496190535092,755.8508248845076,91
71.38099861303745,363.5755097210139,189.01711420563183,0.0,165.34496934642738,11.471643457761337,943.1083788762406,755.8770139253431,91
65.27811662930169,424.0906986116513,104.70648921979819,0.0,153.3218591149824,16.435345510409626,853.2370474035032,887.6509070327829,90
66.03906131718395,438.580612188955,109.66428801953657,0.0,148.65419065075926,21.345809349240756,852.1,872.7168970907886,71
65.25583927586943,424.3441011204856,105.87081060867361,0.0,153.45381568390636,16.42548428515321,852.2535708778022,887.6088574449452,91
67.83870493009566,446.0772860435681,111.52141858806574,0.0,145.97924111627228,24.020758883727716,852.1,864.7772379629483,91
65.74284676342292,422.8269384210566,21.428132732238964,131.82441444120903,177.72599401950288,8.5804146160699,821.6649507682861,749.8891483730174,55
65.71698375727833,423.3379177193344,21.134212639597216,132.3668415493579,177.84458088373697,8.541713275512889,822.6818891568709,749.0958638193924,56
68.75137880986938,424.0,22.0,132.0,177.28177130642337,8.528729147743066,822.0,750.0,53
65.70655584953968,425.11181880638173,21.841558748804736,132.94579394775286,178.11949130405085,8.361771029544643,821.4632759631992,749.938388553271,56
65.82767700101276,366.945463101084,187.41374098513504,0.0,191.36390688924985,6.54040398422928,824.6776345116135,756.650208792345,27
65.84205156896094,365.78589426370854,188.12849763762682,0.7572184537518645,191.39115669324514,6.576781814431903,824.4938369871087,756.293780804502,27
65.88848847268399,365.6202158449724,187.13347740257745,0.7286263828666057,191.29033548244993,6.552964244482144,823.849262615548,757.0378781373989,28
65.8749344937378,366.18033882192304,186.0121215823022,0.1281880392958479,191.39099348708206,6.59477623151442,825.0803391124917,757.2076597842378,28
65.94320132935007,365.6835190882063,185.077973748743,0.48284115475896017,190.89612998994087,7.042236033239742,823.6607428161423,757.536498465134,28
65.79850114703392,365.64658234787277,185.64404126615483,0.0,190.84145854142002,7.004915640774508,823.9641460890304,758.1255872646451,27
65.96552588132305,366.3164962829968,188.23228896429782,1.0207776541829983,191.12221887435592,7.045917453060835,822.4087083468036,757.1581404933469,27
65.99736577143578,364.8906525114577,187.48493456255852,0.0,191.04571075374383,7.0927057776925,824.3784377146229,757.4963881777991,29
65.93550411990316,438.61019430035304,175.99923998352767,0.0,185.859984573362,11.160421026628443,884.2191420791354,707.8224553672505,28
65.96671432136029,440.0227694542332,177.82526099274529,0.5046209657339689,185.94769971936444,10.997540366054062,885.3293140710057,708.570700301931,27
66.0268867048695,439.13608901681596,177.40288858839742,0.0,185.70814538104318,11.049655553768838,884.9864578642897,708.0277894007422,28
66.01325983678733,438.102994345144,175.1602841261634,0.19672236620204808,185.96604140128662,10.833081247098875,885.4040558625088,707.8306081658621,27
66.37946874242657,246.44560708229176,0.6600635390151202,124.56882082589675,143.3376712746201,12.018045349593555,1088.0895844318084,801.4022865504784,100
66.68394691459848,270.17476721102116,75.19908661966687,47.74797429510748,156.67897860104503,11.38487454707839,1067.5004389145845,786.752114582803,100
66.46382127858527,245.65958937081018,0.5960596640860806,124.4238714446766,143.37115782766395,12.037471729309997,1087.5332385142815,800.8738383482961,99
66.4753057364582,245.9359719034473,0.0,125.18492567556949,143.05646439594065,11.921060624315407,1085.6973494691244,801.0392001551288,99
66.72319247979283,425.3718664483145,105.04877032728497,0.3549248805025122,151.2060421581208,18.527226625724442,935.8472027367451,802.295490698622,91
66.71843710549464,424.8371357424663,106.85054739100639,0.33790238777023385,151.36812413514951,18.568877387240725,936.8560743036746,803.6868193777423,90
65.78768996960486,425.0,106.3,0.0,151.4,18.6,936.0,803.7,79
66.67818183776943,425.57991885202176,106.22813442067597,0.38410037184790247,151.69440088043066,18.523095528377116,935.0212864307025,803.7203829280787,90
66.72719686685271,358.7900080296349,19.562876356489717,140.91155387270177,153.78148868075613,10.745229147934497,940.8608527097035,801.5396587337023,55
66.79524612123843,359.4770360299416,18.367139208707957,141.3288226239543,154.0227827078961,10.869180141374663,941.2722365206788,800.4375003091802,56
66.78268629269833,359.10797215837636,19.93907047361627,141.26116304700236,153.89875791694385,10.79727313451754,943.1904234181002,800.6299644365658,56
66.73422336032796,358.9288549367227,19.28453145582879,140.54031323865627,154.0247802325724,10.957822534019796,942.576793609555,800.9185723445648,56
66.84932735013287,468.84491582923107,117.21538813008073,0.45688751674596634,137.70084480391537,32.24999794255037,852.4048604770943,841.2859178968106,29
67.59275147928994,472.16633199624124,118.04435519899766,0.0,160.65036257287414,19.904077414596586,852.1,809.3644020369613,28
67.59275147928994,470.99261679299417,117.73136447813178,0.0,152.18005118944126,24.462004787205977,852.1,820.9059348688907,28
