a5,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,season_autumn,season_spring,season_summer,season_winter,size_large,size_medium,size_small,speed_high,speed_low,speed_medium
0.0,5.7,10.8,11.8851652911578,2.55,10.0,1.0,4.0,3.0675788346012003,1,0,0,0,0,0,1,0,0,1
7.5,8.06,9.0,55.35,10.415999999999999,233.7,58.222,97.58,10.5,1,0,0,0,0,0,1,0,0,1
7.4,8.24,6.1,95.367,3.5610000000000004,1168.0,236.39999,272.22198,20.578000000000003,0,0,0,1,1,0,0,0,0,1
1.9,7.72,11.8,6.3,1.47,8.0,16.0,15.0,0.5,0,0,1,0,0,0,1,1,0,0
28.8,7.9,11.8,63.51,4.94,137.0,159.5,218.0,6.5,0,0,1,0,0,1,0,1,0,0
0.0,8.4,5.3,74.667,3.9,131.66701,261.60001,432.909,24.916999999999998,0,1,0,0,0,1,0,0,1,0
0.0,8.6,11.62,1.5490000000000002,0.445,25.833000000000002,16.833,18.293,1.4,0,0,1,0,0,1,0,1,0,0
0.0,7.45,11.7,8.69,1.588,18.429000000000002,10.667,19.0,0.6,0,0,1,0,0,0,1,1,0,0
0.0,8.3,8.9,20.625,3.4139999999999997,228.75,196.62,253.25,12.32,0,0,0,1,0,0,1,0,0,1
5.7,7.7,4.4,53.0,2.31,90.0,22.2,116.2,16.0,0,0,1,0,0,1,0,1,0,0
11.3,8.6,10.6,208.364,4.459,197.90900000000002,87.333,194.10001,27.618000000000002,0,1,0,0,1,0,0,0,0,1
0.0,7.9,11.0,6.167000000000001,1.172,18.333,7.75,11.8,0.5,0,0,0,1,0,0,1,1,0,0
0.0,7.79,3.2,64.0,2.822,8777.59961,564.59998,771.59998,4.5,0,1,0,0,0,0,1,0,0,1
8.2,7.8,10.5,70.0,2.443,98.333,144.66701,244.0,9.0,0,1,0,0,0,1,0,1,0,0
1.2,7.74,9.6,5.0,1.2229999999999999,27.285999999999998,12.0,17.0,41.0,0,0,0,1,0,0,1,1,0,0
9.0,7.9,9.8,194.75,6.513,3466.6599100000003,23.0,173.75,15.3,0,0,0,1,0,1,0,0,0,1
11.5,8.0,9.7,57.848,0.461,217.75,37.0,86.99700000000001,3.0,0,0,1,0,0,1,0,0,0,1
1.0,8.4,8.4,17.375,3.833,83.75,53.625,79.75,2.338,1,0,0,0,1,0,0,0,0,1
0.0,8.3,11.6,5.83,0.701,12.727,3.545,13.2,3.2,1,0,0,0,0,1,0,0,0,1
17.8,7.8,8.2,85.98200000000001,6.2,421.66699000000006,31.333000000000002,211.66701,21.9,0,0,1,0,0,1,0,1,0,0
10.6,7.29,11.21,17.75,3.07,35.0,13.0,20.811999999999998,12.1,1,0,0,0,0,0,1,0,0,1
17.9,8.1,9.0,48.428999999999995,6.64,128.571,181.0,222.28599999999997,6.428999999999999,0,0,1,0,0,1,0,0,0,1
9.2,8.1,7.1,42.636,5.078,56.364,166.72701,262.72699,17.2,0,1,0,0,0,1,0,0,0,1
16.2,8.5,10.1,10.936,1.335,236.0,34.635999999999996,72.9,11.1,0,0,0,1,0,1,0,1,0,0
1.4,8.7,7.4,47.778,2.316,38.111,24.666999999999998,201.778,3.0,0,0,0,1,0,1,0,0,1,0
11.7,7.925,10.2,34.037,9.08,109.0,55.0,58.623000000000005,11.6,0,0,1,0,0,1,0,0,0,1
0.0,7.83,11.7,4.083,1.328,18.0,3.333,6.667000000000001,1.04416870664555,1,0,0,0,0,0,1,1,0,0
1.9,7.5,10.8,31.0,4.408,737.5,111.25,214.0,2.9,1,0,0,0,0,1,0,0,0,1
3.6,7.35,10.4,7.0,1.7180000000000002,49.0,41.5,61.5,0.8,0,0,1,0,0,0,1,1,0,0
0.0,6.6,10.8,6.081090204819129,3.245,10.0,1.0,6.5,4.2182012053469,0,0,0,1,0,0,1,1,0,0
15.3,7.4,12.5,13.0,3.33,60.0,72.0,142.0,4.9,1,0,0,0,0,0,1,1,0,0
5.8,8.15,10.3,73.25,1.535,110.0,61.25,111.75,3.2,0,0,1,0,0,0,1,1,0,0
0.0,7.9,9.0,5.273,0.91,33.635999999999996,9.0,11.818,0.8,0,1,0,0,0,0,1,1,0,0
34.2,8.0,9.8,60.8,6.2379999999999995,578.0,105.0,170.0,50.0,0,0,0,1,0,0,1,0,0,1
0.0,8.5,11.8,7.837999999999999,1.732,206.53798999999998,8.692,16.662,2.1,0,0,1,0,0,1,0,1,0,0
5.3,7.7,7.1,63.625,3.14,122.5,28.625,186.5,30.0,0,0,0,1,0,1,0,0,0,1
1.7,8.1,10.2,7.6129999999999995,0.6990000000000001,32.5,26.625,52.875,2.0,0,0,1,0,1,0,0,1,0,0
10.2,7.6,10.0,49.625,5.456,308.75,38.625,285.71398999999997,75.0,1,0,0,0,0,1,0,0,1,0
0.0,8.1,11.4,40.02,5.33,346.66699,125.667,187.05701000000002,15.6,1,0,0,0,0,0,1,0,0,1
0.0,7.44,10.1,2.9330000000000003,0.77,15.0,1.3330000000000002,6.0,0.6,0,0,0,1,0,0,1,1,0,0
3.2,7.8,6.0,53.425,0.381,118.571,37.857,102.571,1.2,0,1,0,0,0,1,0,0,0,1
0.0,7.91,6.2,151.83299,3.923,1081.66003,346.16699,388.16699,5.083,0,0,1,0,1,0,0,0,0,1
0.0,7.78,12.0,7.0,1.42,34.333,18.667,50.0,1.1,0,0,0,1,0,0,1,1,0,0
0.0,6.6,11.3,9.98538571882485,4.17,10.0,1.0,6.0,2.51049422566279,1,0,0,0,0,0,1,0,0,1
1.2,8.1,6.2,39.0,0.6729999999999999,112.85700000000001,60.0,98.14299999999999,2.0,0,0,1,0,0,1,0,0,1,0
7.3,7.9,6.3,101.875,3.978,153.75,51.75,205.875,2.0,0,0,0,1,0,1,0,1,0,0
9.5,8.1,8.1,136.0,3.773,245.0,136.75,249.25,20.87,0,0,0,1,0,1,0,0,0,1
8.6,8.06,8.3,38.902,3.678,627.27301,205.636,219.90900000000002,6.209,1,0,0,0,1,0,0,0,1,0
20.8,8.7,9.4,173.75,3.318,101.25,267.75,391.75,3.5,0,1,0,0,0,1,0,0,0,1
6.4,8.56,8.7,43.97,4.053,643.0,221.89999,246.66701,14.7,0,0,0,1,1,0,0,0,1,0
0.0,8.66,8.4,30.523000000000003,3.444,1911.0,58.875,84.46,3.6,0,0,1,0,0,0,1,0,0,1
8.0,8.87,11.0,41.163000000000004,2.273,54.75,39.0,72.696,22.7,1,0,0,0,0,1,0,1,0,0
0.0,8.3,11.5,26.0,1.87,62.5,30.75,75.333,34.75,0,0,0,1,1,0,0,0,1,0
0.0,8.5,10.5,2.75,0.758,10.5,4.0,7.654,4.0,0,0,0,1,1,0,0,0,0,1
1.2,8.16,11.1,32.056,5.694,461.875,71.0,132.54601,15.0,0,0,1,0,0,1,0,1,0,0
22.5,8.25,13.1,65.75,9.248,430.0,18.25,56.667,28.4,0,0,0,1,0,0,1,1,0,0
0.0,9.5,5.7,44.0,0.102,146.66701,151.33299,252.5,93.68299999999999,0,1,0,0,1,0,0,0,1,0
8.7,7.8,6.5,82.111,2.603,215.55599999999998,12.889000000000001,154.125,5.2,0,1,0,0,0,1,0,0,0,1
2.4,7.4,8.9,13.5,5.442,123.333,27.666999999999998,104.0,21.0,0,0,0,1,0,1,0,1,0,0
0.0,8.6,10.1,2.1109999999999998,0.6629999999999999,11.110999999999999,3.222,7.0,1.3,0,1,0,0,1,0,0,0,0,1
5.4,8.0,7.9,27.233,1.651,28.333000000000002,7.3,22.9,4.5,0,0,1,0,0,0,1,0,0,1
12.4,8.5,10.5,56.717,0.33,215.71400000000003,23.0,138.5,20.829,1,0,0,0,0,1,0,0,1,0
0.0,8.6,3.6,50.0,0.376,134.0,54.1,125.8,26.8,0,1,0,0,1,0,0,0,1,0
2.1,6.8,11.1,9.0,0.63,20.0,4.0,15.3573268472903,2.7,1,0,0,0,0,0,1,1,0,0
9.9,7.8,6.5,64.093,7.74,1990.16003,47.5,276.0,8.1,1,0,0,0,0,1,0,0,1,0
0.0,8.43,6.0,40.167,2.67,723.66699,60.833,141.83299,25.0,0,0,0,1,0,1,0,1,0,0
0.0,8.0,10.4664624599572,1.45,0.81,10.0,2.5,3.0,0.3,0,1,0,0,0,0,1,1,0,0
35.6,7.6,9.7,53.102,7.16,4073.3300799999997,282.16699,624.73297,6.8,0,0,1,0,0,1,0,0,0,1
0.0,9.0,6.9,28.333000000000002,2.9539999999999997,76.667,102.333,277.33301,110.456,0,1,0,0,0,1,0,0,0,1
4.8,8.3,10.6,14.32,3.2,125.333,35.333,75.904,4.667,0,1,0,0,1,0,0,0,0,1
0.0,7.62,8.5,11.867,1.715,208.33299,3.0,27.5,1.7,0,0,0,1,0,0,1,1,0,0
8.6,8.5,8.6,125.6,3.778,124.167,197.83299,303.33301,40.0,0,0,0,1,0,1,0,0,0,1
11.2,7.8,11.3,20.083,3.02,49.5,53.0,130.75,5.8,0,0,1,0,0,0,1,1,0,0
0.0,9.0,5.8,70.3623993111891,0.9,142.0,102.0,186.0,68.05,0,1,0,0,1,0,0,0,1,0
9.0,7.6,6.0,53.0,3.734,914.0,137.60001,254.60001,4.3,0,0,0,1,0,1,0,0,0,1
2.9,8.3,12.5,87.0,4.87,22.5,27.0,43.5,3.3,0,1,0,0,0,0,1,1,0,0
20.8,8.1,10.7,94.405,4.698,153.0,191.75,265.25,7.3,0,0,1,0,0,1,0,0,0,1
2.7,8.1,10.5,22.285999999999998,4.071000000000001,178.57001,182.42,255.28,8.957,0,1,0,0,0,0,1,0,0,1
22.1,7.4,10.7,11.818,2.1630000000000003,170.90900000000002,36.909,122.0,5.555,0,0,0,1,0,1,0,1,0,0
1.0,7.6,6.3,81.333,9.715,196.66701,77.333,147.83299,3.0,0,1,0,0,0,1,0,0,1,0
0.0,9.1,5.4,61.05,0.308,105.556,104.22200000000001,239.0,72.47800000000001,0,0,0,1,0,1,0,0,1,0
5.5,8.05,10.6,59.067,4.99,205.66701,44.667,77.434,6.9,1,0,0,0,0,0,1,1,0,0
7.7,7.61,9.8,7.0,1.443,31.333000000000002,20.0,57.833,0.4,0,1,0,0,0,0,1,1,0,0
15.9,8.7,11.4,15.540999999999999,2.323,103.0,34.5,81.558,5.62,1,0,0,0,1,0,0,0,0,1
3.1,8.4,13.4,69.75,4.555,37.5,10.0,40.667,3.9,0,0,0,1,0,0,1,1,0,0
0.0,8.7,10.7,4.545,0.941,32.727,16.0,21.3,1.1,1,0,0,0,1,0,0,1,0,0
0.0,8.4,4.9,47.0,0.536,91.833,109.0,188.66701,32.0,0,1,0,0,0,1,0,1,0,0
9.4,7.5,8.8,58.331,8.687999999999999,758.75,104.5,292.625,3.0,0,0,1,0,0,1,0,0,1,0
18.7,8.0,12.1,66.3,4.535,39.0,16.0,39.0,0.8,1,0,0,0,0,0,1,1,0,0
0.0,5.6,11.8,7.64098570361906,2.22,5.0,1.0,1.0,1.07214792040487,0,1,0,0,0,0,1,0,0,1
6.6,7.4,10.68,22.35,5.414,244.60001,66.4,171.27200000000002,3.8,1,0,0,0,1,0,0,1,0,0
0.0,8.9,4.5,57.75,0.267,155.0,97.333,235.66701,98.81700000000001,0,1,0,0,0,1,0,0,1,0
1.2,8.8,8.5,53.333,5.132000000000001,96.667,120.5,232.83299,31.0,0,0,0,1,0,1,0,1,0,0
0.0,8.27,7.8,29.2,0.05,6400.0,7.4,23.0,0.9,0,0,0,1,0,0,1,0,0,1
0.0,7.8,7.1,32.54,1.72,2167.37012,151.125,279.06601,13.1,0,0,1,0,0,0,1,0,0,1
2.5,8.4,10.6,19.22,1.655,96.833,20.666999999999998,54.916000000000004,20.6,1,0,0,0,1,0,0,0,1,0
0.0,8.3,10.0,3.86,0.866,32.0,6.0,16.0,2.86,0,0,1,0,1,0,0,0,0,1
0.0,8.2,9.5,2.2,0.672,10.0,3.8,6.2,0.8,0,0,1,0,1,0,0,0,0,1
8.1,8.2,6.6,131.39999,4.188,92.0,238.2,320.39999,6.8,0,0,1,0,0,1,0,0,1,0
6.1,7.83,10.7,88.0,4.825,1729.0,467.5,586.0,16.0,0,0,0,1,0,0,1,0,0,1
0.0,6.6,10.8,7.07766148318143,2.64,10.0,2.0,11.0,0.798298822299477,0,0,1,0,0,0,1,1,0,0
8.6,9.1,9.4,35.75,5.164,32.5,85.5,215.5,18.37,0,1,0,0,0,1,0,1,0,0
0.0,7.6,4.9,69.0,3.685,1495.0,234.5,236.0,22.5,0,0,1,0,1,0,0,0,1,0
0.0,6.5,10.4,9.734727601437369,5.97,10.0,2.0,14.0,4.23340112158487,0,1,0,0,0,0,1,0,0,1
0.0,7.9,10.5,10.207,2.3040000000000003,132.25,10.583,23.485,2.0,1,0,0,0,0,1,0,1,0,0
4.1,8.0,4.5,79.077,8.984,920.0,70.0,200.231,19.4,0,0,0,1,0,1,0,0,1,0
0.0,8.5,6.7,82.852,2.8,27.069000000000003,64.0,140.517,18.3,0,0,1,0,1,0,0,0,0,1
2.5,8.43,9.9,37.6,0.826,124.0,32.5,115.0,11.7,0,0,0,1,0,1,0,0,1,0
1.4,8.07,4.8,77.36399999999999,2.302,98.182,61.181999999999995,138.7,1.4,0,1,0,0,0,0,1,0,0,1
27.6,7.75,10.3,32.92,2.9419999999999997,42.0,16.0,40.0,7.6,1,0,0,0,0,0,1,1,0,0
4.0,7.9,9.6,3.0,1.4480000000000002,46.2,13.0,61.6,0.3,0,0,0,1,0,0,1,1,0,0
0.0,7.2,11.3,9.0,0.23,120.0,12.0,19.0,0.5,0,1,0,0,0,0,1,1,0,0
5.6,8.0,9.2,39.0,4.86,120.0,187.0,213.0,2.0,0,1,0,0,0,1,0,0,0,1
6.1,8.5,7.9,12.444,2.5860000000000003,96.667,19.111,61.443999999999996,6.167000000000001,0,0,1,0,1,0,0,0,0,1
4.1,8.0,5.9,27.4,0.735,133.636,36.0,105.727,3.0,0,0,0,1,0,1,0,0,0,1
0.0,7.2,9.2,0.8,0.642,81.0,15.6,18.0,0.5,0,1,0,0,0,0,1,1,0,0
6.6,8.4,10.5,12.182,1.5190000000000001,65.455,19.727,50.455,8.155,0,0,0,1,1,0,0,0,0,1
0.0,8.53,11.1,63.292,1.726,227.60001,84.3,146.452,21.22,1,0,0,0,1,0,0,0,1,0
