fuel.consumption.country,Attribute4,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute22,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Attribute35,Attribute1_nominal1,Attribute1_nominal2,Attribute1_nominal3,Attribute1_nominal5,Attribute1_nominal6,Attribute2_nominal7,Attribute2_nominal8,Attribute3_nominal10,Attribute3_nominal11,Attribute3_nominal9,Attribute5_nominal12,Attribute5_nominal13,Attribute5_nominal14,Attribute20_nominal15,Attribute20_nominal16,Attribute20_nominal17,Attribute21_nominal18,Attribute21_nominal19,Attribute21_nominal20,Attribute21_nominal21,Attribute21_nominal22,Attribute21_nominal23,Attribute21_nominal24,Attribute21_nominal25,Attribute21_nominal26,Attribute21_nominal27,Attribute23_missing_value,Attribute23_nominal28,Attribute23_nominal29,Attribute23_nominal30,Attribute23_nominal31,Attribute24_missing_value,Attribute24_nominal33,Attribute24_nominal34,Attribute24_nominal35,Attribute24_nominal36,Attribute24_nominal37,Attribute25_missing_value,Attribute25_nominal38,Attribute25_nominal39,Attribute25_nominal40,Attribute25_nominal41,Attribute26_missing_value,Attribute26_nominal42,Attribute26_nominal43,Attribute26_nominal44,Attribute26_nominal45,Attribute26_nominal46,Attribute26_nominal47,Attribute26_nominal48,Attribute26_nominal49,Attribute36_missing_value,Attribute36_nominal50,Attribute36_nominal51,Attribute36_nominal52,Attribute36_nominal53,Attribute37_missing_value,Attribute37_nominal54,Attribute37_nominal55,Attribute37_nominal56,Attribute37_nominal57,Attribute37_nominal58,Attribute37_nominal59
9.830019801976928,6,2683,183,8,5790,10014,9997,10004,16.490808983066984,10039.08128906675,9997.875802674613,0.0,1797,662,9.751272067173867,4,4809,1859,1550,2757,235,351,10021.701121662882,9999.125187233338,3.193219917607778,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.350000000000001,7,4373,209,9,5405,9999,9999,9999,12.625210680198299,9999.0,9999.0,7.498584341533377,2090,556,9.997168683066754,4,4669,1871,1704,2819,206,438,9999.0,9999.0,2.915992156875877,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.798253050723739,6,2660,185,9,5796,9985,10032,9998,16.478116883871373,9992.426689957912,10064.143701906118,0.0,1796,665,9.740131170556905,4,4812,1863,1552,2756,236,347,9996.314559486016,10032.35551186478,3.1995915642358477,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.40956937799043,5,3241,117,13,4254,700,8131,9999,11.671155082932415,9999.0,9999.0,11.972052376802147,1782,923,15.532863740984315,2,4617,1820,1873,2561,173,300,9999.0,39.5,3.63,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,4,2982,92,21,3600,700,4600,9999,12.43,9999.0,9999.0,14.0,1752,757,19.022862476692794,1,4330,1820,1870,2365,160,295,9999.0,40.528811451175734,3.5403790913642474,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10.410830730577612,4,3096,103,17,3889,700,6165,9999,12.093731897748443,9999.0,9999.0,13.101352485362217,1764,832,17.463602636264433,1,4457,1820,1871,2451,165,297,9999.0,39.5,3.63,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.091089108910893,5,2714,98,10,4500,723,9999,9999,10.661107656007959,9999.0,10.341444730816434,15.559150107080875,1825,812,18.60623225758665,1,4789,1840,1924,2920,168,230,1094.0,41.04005677572272,2.9332178364223114,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15.0,5,2538,89,10,4500,776,9999,9999,10.347266845870543,9999.0,11.564891956775849,17.048564121292337,1803,896,20.29509525548574,1,4882,1840,1940,3013,165,209,1094.0,35.93349444128341,3.390148778639328,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.8,5,2461,85,10,4500,800,9999,9999,10.21,9999.0,12.231733939804549,18.06226833446251,1812,887,21.29520181941365,1,4789,1840,1940,2920,163,200,1094.0,33.7,3.59,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.40956937799043,5,3289,122,12,4377,700,8798,9999,11.527889986250635,9999.0,9999.0,11.589188756359459,1788,954,14.878290454421007,3,4666,1799,1870,2598,175,301,9999.0,40.078029279527286,3.586870122989118,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.40956937799043,5,3197,113,15,4144,700,7540,9999,11.79823258655902,9999.0,9999.0,12.311656050287038,1777,896,16.113476473071387,2,4558,1779,1865,2528,170,299,9999.0,40.68396959056332,3.5416576536271984,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.450122314188532,5,3259,119,13,4300,700,8383,9999,11.61703585309378,9999.0,9999.0,11.827423400509243,1785,935,15.28559484603193,3,4630,1793,1869,2575,174,300,9999.0,40.27783898107227,3.571961245258454,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.350000000000001,7,4485,200,10,5532,700,9999,9999,11.204715770261089,9999.0,9999.0,8.00884125441971,1843,466,9.316630288958917,4,4981,1891,1458,2837,201,399,9999.0,58.05937388291863,2.2198606376395498,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15.350000000000001,6,3486,137,10,4691,700,9999,9999,11.263576121933886,9999.0,9999.0,10.161398814687203,1722,765,12.72374428469905,4,4391,1827,1829,2409,182,312,9999.0,41.32621676450949,3.4912442337719423,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.449999999881934,6,3537,140,10,4734,700,9999,9999,11.26061227180407,9999.0,9999.0,10.051312952722654,1728,749,12.550147348524185,4,4419,1830,1810,2430,183,316,9999.0,42.16879701569969,3.4272250709679435,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.910905356861488,4,2297,104,10,5628,765,10001,10016,11.446990252894567,9990.447849127904,9887.103003010569,10000.590046615305,1820,704,17.290381718380626,1,4328,1837,1836,2478,160,207,9951.437839354438,94.47312756795063,4.2986691043467,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.330434782608696,5,3042,118,10,4944,750,9999,9999,11.122253269687002,9999.0,9999.0,9999.0,1920,657,16.341716210167153,1,4703,1895,1820,2757,170,267,9999.0,43.2020214116256,3.286740982224109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.89779830597969,4,2296,106,10,5599,668,10012,9992,11.426563676393965,9977.614446352512,9959.270612587314,9964.330004624726,1823,744,17.34168989599183,2,4331,1863,1836,2478,160,208,10032.39950168749,50.382795111800405,4.296021482280484,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.284466019417476,5,3067,123,9,4812,9999,9999,9999,10.750867427830793,9999.0,9999.0,16.35143728770752,1958,722,16.801690926714727,2,4757,1854,1866,2791,173,266,1111.6383160478786,40.94754815626365,3.3144715941885785,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15.15,5,3258,135,9,4895,9999,9999,9999,11.052764507365353,9999.0,9999.0,12.209224432004003,1888,629,14.75491485328638,3,4366,1863,1853,2600,182,289,1101.1302961524766,39.08276168512951,3.5382565571411613,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.284466019417476,5,3150,128,9,4849,9999,9999,9999,10.883383675727178,9999.0,9999.0,13.68977989519389,1978,718,16.215983753692033,3,4764,1858,1864,2789,179,276,1107.0258720603247,38.44641380936177,3.5455558415984973,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15.45,4,2498,75,20,3947,9999,9999,9999,12.694464525837386,9999.0,9999.0,21.310813592560105,1840,707,24.786787155024317,1,4614,1770,1897,2683,137,252,9999.0,34.19509738586102,3.9389846990459483,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.284466019417476,5,2808,93,12,4636,9999,9999,9999,10.449929703425811,9999.0,9999.0,16.7452528176296,1978,638,21.550461591719696,1,4668,1780,1893,2695,150,230,9999.0,34.10086812901502,3.959,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.14384236453202,5,3000,97,13,4490,9999,9999,9999,11.094716140851393,9999.0,9999.0,16.060528720358747,1907,518,20.25070594729795,1,4638,1802,1801,2698,159,261,9999.0,36.71973563982063,3.678993693441068,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.850000000000001,8,4966,225,10,5500,650,6000,6000,11.64,3.2,4.7,6.5,1798,600,7.99281326296089,2,5149,1855,1444,3076,250,460,0.621,52.8,2.341,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9.920537988990718,7,4972,225,10,5503,672,6000,6002,11.60272443558247,1.1079830462912401,2.0226188944981263,0.0,1782,627,7.9545708036251614,1,5032,1872,1442,2965,249,459,40.70893646449085,51.747413190249866,2.3356334914222363,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.850000000000001,8,4966,225,10,5500,650,6000,6000,11.64,3.2,4.7,6.5,1789,600,7.94937774214085,2,5097,1855,1444,3024,250,460,0.621,52.8,2.341,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14.850000000000001,8,4966,225,10,5522,650,6000,6000,11.64,3.1779317042138158,4.677931704213816,6.5,1782,584,7.922068295786184,2,5028,1855,1433,2947,250,460,0.6198965852106908,2247.7568354854593,2.341,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9.888999954314176,7,4965,225,9,5614,575,6013,5980,11.651021369646665,0.0,0.0,17.07199988072192,1788,548,8.04102185618957,2,4995,1872,1396,2883,250,459,29.62779762099061,9988.048461417466,2.342391329113076,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14.850000000000001,8,4966,225,10,5588,650,6000,6000,11.64,3.1110048830099895,4.611004883009989,6.5,1791,537,8.0,2,5011,1856,1403,2907,250,460,0.6165502441504994,8904.432326060423,2.341,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14.850000000000001,8,4966,225,10,5500,650,6000,6000,11.64,3.2,4.7,6.5,1796,600,7.984524290025085,2,5139,1855,1444,3066,250,460,0.621,52.8,2.341,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9.894571806080842,7,4963,223,9,5489,700,6043,5960,11.673612275920233,0.0,0.0,24.453960899620565,1799,581,7.974403416409356,1,5163,1865,1444,3086,250,460,6.7866382423512395,63.40374805075952,2.330300828698026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9.898304702497999,7,4971,225,10,5499,655,5986,5981,11.635483003564685,20.667326753603103,23.504598504914526,14.839181759866324,1799,592,8.033063839943198,2,5160,1832,1447,3089,250,461,23.560862233179083,47.50933927230537,2.343624012422566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.2,5,2681,97,10,4500,733,9999,9999,10.603817995912914,9999.0,10.697782052601925,16.19679629820278,1853,793,19.296549859602994,1,4789,1840,1926,2920,167,226,1094.0,40.10788603519316,3.0166276974759456,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.9,5,2461,85,10,4500,800,9999,9999,10.21,9999.0,12.276575957349642,18.18558388271152,1824,875,21.42972787204893,1,4789,1840,1940,2920,163,200,1094.0,33.7,3.59,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
