Sa,RollRate,PitchRate,currPitch,currRoll,diffRollRate
0.0006849862461368179,0.0,0.0019703350318553397,0.012764245512464254,0.005882122756232127,0.0
0.0006446519556909553,0.0,0.00230454386812012,0.013127839917575075,0.0062556798351501505,0.0
0.0006381487643459441,0.0,0.0033497779428194215,0.013781111214262138,0.007562222428524277,0.0
0.0009,0.0,0.0008898064047820082,0.012288121414577653,0.006711878585422348,0.0
0.0009,0.0,0.0025936676278129063,0.013897577505114375,0.006,0.0
0.0009,0.0,0.0022621772000751697,0.011918818666165532,0.006,0.0
0.0009,0.0,0.0010207114540624561,0.012365124384742621,0.006634875615257378,0.0
0.0006434851242273182,0.0,0.0035909028429284753,0.013931814276830297,0.007863628553660594,0.0
0.0009,0.0,0.0,0.016362624073769146,0.023637375926230855,0.0
0.0009,0.0,0.0006511013640311802,0.015690613286105878,0.024964080070841183,0.0
0.0009,0.0,0.00015074833233082014,0.0181691611077694,0.02329229027694235,0.0
0.0009,0.0,0.0007585526861636541,0.020195175620545514,0.023798793905136378,0.0
0.0009,0.0,9.601107294103867e-05,0.017,0.023,0.0
0.0009,0.0,0.0,0.017593782120243612,0.0231484455300609,0.0
0.0009,0.0,0.0010691715986571974,0.015047428309758158,0.02592885753536276,0.0
0.0007020279804563561,0.0,0.0,0.017171481137776477,0.023685924551105905,0.0
0.000681630823990117,0.0,0.0011050041687054194,0.010575016211632187,0.0,0.0
0.0006783014187449744,0.0,0.0018292228255397504,0.013391422099321253,0.0,0.0
0.0009,0.0,0.003936970689572933,0.013904501044807475,0.0,0.0
0.0009,0.0,0.0,0.00961201840347361,0.0,0.0
0.0009,0.0,0.0019812404245029922,0.011135400707504987,0.0,0.0
0.0009,0.0,0.001949669525317113,0.0108934386747229,0.0,0.0
0.0006759896278045985,0.0,0.002458752635731852,0.015839593583401645,0.0,0.0
0.0009,0.0,0.003490689088366112,0.013228316800554717,0.0,0.0
