fuel.consumption.country,Attribute4,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute22,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Attribute35,Attribute1_nominal1,Attribute1_nominal2,Attribute1_nominal3,Attribute1_nominal5,Attribute1_nominal6,Attribute2_nominal7,Attribute2_nominal8,Attribute3_nominal10,Attribute3_nominal11,Attribute3_nominal9,Attribute5_nominal12,Attribute5_nominal13,Attribute5_nominal14,Attribute20_nominal15,Attribute20_nominal16,Attribute20_nominal17,Attribute21_nominal18,Attribute21_nominal19,Attribute21_nominal20,Attribute21_nominal21,Attribute21_nominal22,Attribute21_nominal23,Attribute21_nominal24,Attribute21_nominal25,Attribute21_nominal26,Attribute21_nominal27,Attribute23_missing_value,Attribute23_nominal28,Attribute23_nominal29,Attribute23_nominal30,Attribute23_nominal31,Attribute24_missing_value,Attribute24_nominal33,Attribute24_nominal34,Attribute24_nominal35,Attribute24_nominal36,Attribute24_nominal37,Attribute25_missing_value,Attribute25_nominal38,Attribute25_nominal39,Attribute25_nominal40,Attribute25_nominal41,Attribute26_missing_value,Attribute26_nominal42,Attribute26_nominal43,Attribute26_nominal44,Attribute26_nominal45,Attribute26_nominal46,Attribute26_nominal47,Attribute26_nominal48,Attribute26_nominal49,Attribute36_missing_value,Attribute36_nominal50,Attribute36_nominal51,Attribute36_nominal52,Attribute36_nominal53,Attribute37_missing_value,Attribute37_nominal54,Attribute37_nominal55,Attribute37_nominal56,Attribute37_nominal57,Attribute37_nominal58,Attribute37_nominal59
10.330434782608695,4,2321,105,10,5576,750,9999,9999,11.428683909204139,9999.0,9999.0,9999.0,1823,693,17.265872107123595,1,4343,1842,1839,2489,160,211,9999.0,31.820311943846235,4.263914243795424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.887986668547061,4,2295,104,9,5602,788,10039,9999,11.439390408553932,9995.718994000157,10056.306801950428,10004.279328002287,1818,740,17.29169006776939,1,4333,1826,1839,2481,159,207,9994.18164024117,22.151186709556754,4.29309579484352,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.922204048209748,3,2300,105,10,5581,685,10017,9977,11.440475774711265,10020.673166207223,10059.108816480839,10011.134323906634,1822,715,17.350239313098175,1,4331,1828,1837,2480,160,208,9972.894060973085,42.11073243814366,4.298886218145497,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.725000000000001,5,2905,139,10,5870,716,9999,9999,11.595344318997187,9999.0,9999.0,9999.0,1833,681,13.585244545719451,2,4330,1841,1840,2480,174,268,9999.0,34.70950940472267,3.894753950442122,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.725000000000001,4,2641,124,10,5753,730,9999,9999,11.528069999222893,9999.0,9999.0,9999.0,1827,687,15.193978279452532,2,4330,1841,1840,2480,168,242,9999.0,33.276273896487744,4.070252175940276,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.89919750842742,4,2291,104,10,5590,728,10022,10010,11.446545704912833,9993.360075336415,9995.480029874134,9968.525264345917,1819,699,17.344721322719497,1,4329,1849,1835,2478,159,209,9984.368972980412,53.53481183745352,4.304758507600619,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.238048780487803,4,2351,82,9,4500,9999,9999,9999,9.62,9999.0,9999.0,21.888134531323885,1767,858,21.57268214153108,1,4695,1820,1885,2810,145,180,1151.0,38.09481193039914,3.7666997628772085,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.238048780487803,4,2351,82,9,4500,9999,9999,9999,9.62,9999.0,9999.0,20.77938271199071,1786,773,21.768344227295756,1,4695,1820,1885,2810,153,180,1151.0,34.31201160561536,3.6232142333164448,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.191176470588236,4,2564,94,9,4593,9999,9999,9999,9.957665591649919,9999.0,9999.0,18.622510899729754,1813,729,20.139655378074984,1,4617,1830,1877,2760,161,205,1139.2469987436768,34.96857791338091,3.585448665111219,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.284466019417476,5,3085,124,9,4820,9999,9999,9999,10.78006297509545,9999.0,9999.0,16.241752358757424,1963,721,16.67264983383226,2,4759,1855,1865,2790,174,268,1110.622117441429,41.13465774094322,3.3071001217576677,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.284466019417476,4,2493,90,9,4562,9999,9999,9999,9.844994212457065,9999.0,9999.0,19.369368672196163,1823,752,20.805550442178717,1,4707,1826,1881,2806,159,197,1143.1687097321574,34.545282124148095,3.5903041168112426,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.191176470588236,5,3353,140,9,4937,9999,9999,9999,11.20310500259016,9999.0,9999.0,11.3287773328974,1899,615,14.015671534225177,3,4332,1868,1850,2578,185,300,1095.8974501860882,39.647576805311104,3.53177779546849,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
