rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.18332400000000001,-0.48671499999999995,0.21193,0.159717,0.024857,2.0601849999999997,3.8516230000000005,0.447466,6
0.082522,0.479441,0.054738999999999996,0.324972,-0.41347799999999996,1.060466,2.103951,0.44991099999999995,5
0.038227,0.465822,0.014534,0.344071,0.462283,0.029488999999999998,2.7978650000000003,0.45541499999999996,5
0.036866,-0.499817,-0.44821099999999997,0.423745,0.32605300000000004,2.516068,0.572967,0.255345,8
0.296079,-0.274572,-0.428158,0.21372,0.37824800000000003,8.040597,1.2458200000000001,0.45285600000000004,7
0.412009,0.403426,-0.30891199999999996,-0.487576,0.23111900000000002,10.507082,3.4534279999999997,0.378496,8
0.241715,0.417124,-0.018147,0.47146099999999996,-0.09917999999999999,5.302439,2.730096,0.5726760000000001,6
0.13738599999999998,-0.402144,-0.205031,-0.48765299999999995,-0.068575,1.204181,3.692889,0.5271640000000001,7
0.018946,-0.252884,-0.23989899999999997,-0.385471,0.498763,0.389395,1.6396990000000002,0.9173379999999999,6
0.008776,-0.00974,0.456842,0.28271999999999997,-0.254202,1.7087900000000003,1.1249209999999998,0.757309,7
0.31238699999999997,-0.188415,-0.44613500000000006,0.13434000000000001,-0.333565,3.1417040000000003,5.470701999999999,0.366956,7
0.001883,-0.257063,-0.352996,0.45420299999999997,-0.186632,0.6361220000000001,0.080052,0.69919,6
0.126617,-0.41403999999999996,-0.495882,0.323344,0.465238,3.3797919999999997,3.568945,0.230884,8
0.328825,0.228465,0.081504,0.433163,-0.070289,4.770358,7.173564999999999,0.536842,6
0.050428,0.35697199999999996,0.374341,0.18624300000000002,0.228956,0.541976,3.359056,0.462643,7
0.19305899999999998,-0.303856,0.354894,-0.09261799999999999,-0.39573400000000003,6.128144,1.7275060000000002,0.832837,5
0.516482,0.430558,-0.33612,0.099803,0.168067,1.983555,14.278881,0.798664,5
0.21359699999999998,-0.254196,-0.408435,0.053098,0.059485,4.857265,2.146261,0.45337299999999997,6
0.25769699999999995,-0.34774099999999997,-0.351404,-0.0474,-0.485929,0.160147,5.5254010000000005,0.40229299999999996,7
0.044954,-0.024474,-0.128673,-0.136906,-0.097902,1.883445,1.941634,0.792308,5
0.257301,0.355273,0.383592,-0.202029,-0.12640099999999999,2.96107,4.255814,0.46693199999999996,5
0.312558,0.161097,0.162471,0.492881,-0.10285699999999999,10.50912,1.330268,0.5932529999999999,6
0.136076,-0.378511,0.072753,-0.0052369999999999995,-0.030289,2.2441169999999997,3.5330209999999997,0.574022,7
0.019282,-0.24566,-0.285962,0.077664,0.13308399999999998,0.088123,2.407666,0.5814010000000001,6
0.550996,0.29043800000000003,0.012367,0.4903,-0.323142,13.494326999999998,2.70839,0.6562180000000001,8
0.179316,-0.39055300000000004,0.070631,-0.421731,0.29252399999999995,0.178856,6.836778999999999,0.9297540000000001,7
0.353509,0.09222799999999999,0.191975,-0.49996499999999994,-0.35418099999999997,2.156342,4.6742550000000005,0.19933299999999998,8
0.041319,0.368076,-0.23807899999999999,0.083737,-0.46934499999999996,4.028561,0.494292,0.477046,6
0.11734000000000001,0.077896,0.414646,0.33226999999999995,-0.120178,3.6554089999999997,1.239439,0.698781,5
0.41398199999999996,0.420946,-0.022550999999999998,0.439366,-0.091215,6.385383999999999,5.601248,0.756272,5
0.025218,0.092892,-0.22016999999999998,0.22766199999999998,0.001698,2.4345380000000003,1.212329,0.447626,7
0.22631199999999999,-0.03317,0.206852,0.182887,-0.18926700000000002,4.663985,3.0495200000000002,0.764249,7
0.03316,-0.438816,-0.044304,0.29099400000000003,-0.353507,4.26853,0.384267,0.801828,8
0.620541,0.30804899999999996,-0.07939500000000001,0.197275,-0.248709,11.069082,10.371983,0.7426590000000001,5
0.016649,0.11769500000000001,-0.391325,0.009888,0.197911,0.9156219999999999,1.454717,0.6310720000000001,8
0.06922400000000001,0.235679,-0.08909700000000001,0.360273,0.065401,0.776109,2.816018,0.5449970000000001,5
0.142182,0.027916000000000003,-0.35673299999999997,-0.398832,-0.090183,0.035927,4.2805550000000006,0.9029739999999999,6
0.012657999999999999,-0.156005,-0.370462,0.077331,-0.41761400000000004,1.885231,0.408366,0.691759,7
0.08907999999999999,-0.126555,0.487392,0.380864,-0.229037,1.5731030000000001,2.84287,0.8343219999999999,5
0.5060439999999999,-0.206902,-0.47422,0.13688499999999998,0.10397999999999999,13.872195000000001,3.2768300000000004,0.609352,6
0.18641300000000002,-0.376393,-0.366246,0.407432,0.411847,3.140022,3.585539,0.696001,5
0.393608,-0.353464,0.34811,-0.49750200000000006,-0.243758,2.007112,9.784874,0.92568,5
0.026649000000000003,-0.45849300000000004,-0.38221700000000003,-0.028926,0.34877199999999997,2.580912,1.1765370000000002,0.626057,8
0.11293800000000001,0.23354699999999998,0.349951,-0.223902,0.44808400000000004,3.639903,1.194316,0.313697,8
0.23822,-0.346221,-0.25142,0.414555,0.19070499999999999,1.468022,7.172683,0.5605680000000001,5
0.25167,0.26752600000000004,-0.375718,-0.107051,0.40697,6.467642,1.670237,0.711703,5
0.036746,-0.082106,0.274528,-0.30691799999999997,0.061520000000000005,3.218357,0.195114,0.400489,6
0.171638,-0.014613,-0.486184,0.422526,0.175369,6.472918,0.201454,0.54627,6
0.12306600000000001,0.23103200000000002,-0.44766000000000006,-0.167915,0.30443200000000004,1.376606,3.9436160000000005,0.405198,7
0.071687,0.202348,0.41774700000000003,0.148532,-0.458053,4.056941999999999,0.388546,0.34986,6
0.005797,0.322718,-0.34508,0.081135,-0.49231800000000003,0.506328,0.196499,0.9149229999999999,5
0.302688,0.344217,0.40425900000000003,0.028151999999999996,0.411866,7.394469,2.368266,0.852908,8
0.002475,-0.462272,-0.268421,-0.191497,0.306406,1.041066,0.6745,0.781108,8
0.001842,0.35295,0.158683,-0.357573,0.019203,0.439668,0.211973,0.609699,6
0.15451099999999998,0.268069,-0.282072,0.435724,0.28844899999999996,1.7838619999999998,4.175769,0.662205,8
0.112756,-0.355752,0.054137,0.09184500000000001,-0.104103,5.040596,0.9870909999999999,0.784766,8
0.109651,0.069235,-0.44054899999999997,-0.098794,0.109721,0.453925,3.218812,0.555755,5
0.07507,-0.493562,-0.221102,-0.42866099999999996,0.347142,0.6225149999999999,3.35305,0.728852,5
0.557407,-0.291527,-0.46308999999999995,-0.47194200000000003,-0.06969700000000001,2.696463,14.827976999999999,0.720377,8
0.16228199999999998,0.064623,-0.195688,-0.31077899999999997,0.307973,1.7965779999999998,4.728505,0.801265,7
0.092042,-0.212356,-0.174873,-0.364799,-0.45506899999999995,1.4008909999999999,3.16454,0.734645,7
0.120099,0.22359899999999996,-0.440784,-0.017412,0.28675700000000004,5.410804,0.609691,0.8364739999999999,8
0.024953,-0.30296,0.022032,-0.21538400000000002,0.24776700000000002,0.9153819999999999,1.9665689999999998,0.43164300000000005,7
0.003187,0.101256,-0.222599,-0.222043,-0.076394,0.143726,1.8651389999999999,0.6317470000000001,6
