acceleration,Attribute3,Attribute4,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute1_nominal1,Attribute1_nominal2,Attribute1_nominal3,Attribute1_nominal4,Attribute1_nominal5,Attribute1_nominal6,Attribute2_nominal7,Attribute2_nominal8,Attribute5_nominal10,Attribute5_nominal11,Attribute5_nominal9
17.350077454773153,2065,76,19.810982349931795,0.7324168871418825,9999.0,9999.0,177,1.1148726261255109,21.07852094815824,40.77754965211459,2.8765831128581176,1,0,0,0,0,0,0,1,0,0,1
17.950332566453028,2079,78,19.64597992282832,0.7374168564396685,9999.0,9999.0,179,1.1310642592692965,21.543429226544163,41.11420737094577,2.8710523074773198,1,0,0,0,0,0,0,1,0,0,1
17.95044097203631,2066,76,19.89452109498982,0.7313163003957044,9999.0,9999.0,177,1.1158505269127441,21.10659928759365,40.79788224274022,2.8762490774406966,1,0,0,0,0,0,0,1,0,0,1
17.900419640544747,2015,80,19.950687080849217,0.7947068771345318,9999.0,9999.0,175,1.0799083892201042,21.72488548652513,41.412671770212306,2.8402076300142984,1,0,0,0,0,0,0,1,0,0,0
17.950285377289507,1903,57,21.58733041698037,0.6524067611681225,9999.0,9999.0,168,0.98,18.405610498870654,37.78447920698439,2.9084656237904682,1,0,0,0,0,0,0,1,0,0,0
17.95025835972143,1898,74,20.95623373494837,0.817122995178475,9999.0,9999.0,168,0.98,20.677558554185865,40.498194939722005,2.82705415180834,1,0,0,0,0,0,0,1,0,0,0
17.400136717609925,1905,52,21.828974602252252,0.6440658517012013,9999.0,9999.0,164,0.9619435556846846,17.140169318318314,37.21401693183183,2.929018814771772,1,0,0,0,0,0,0,1,0,0,1
18.350456186425845,1905,53,22.435788314269345,0.7946839399961809,9999.0,9999.0,155,0.9250611392012221,16.675581034315176,36.466106577161405,3.4267697325030797,1,0,0,0,0,0,0,1,0,0,1
17.100015337720023,1559,42,22.270659708260258,0.6548573326723853,9999.0,10.821803512250604,155,1.1336744200559132,19.914266732761465,38.41291882166733,2.7132518289218424,1,0,0,0,0,0,0,0,0,0,1
17.050011069120465,1820,47,22.65325872698055,0.6862332001292968,9999.0,11.031771915994016,157,0.9489714894992519,18.862627231016457,39.893482546038896,2.6201283241360205,1,0,0,0,0,0,0,1,0,0,1
17.10001825775302,1697,43,21.943429730175826,0.6585146088980349,9999.0,10.802554690010343,156,0.9450359621013595,19.548539110196515,41.05000746858303,2.4949701847172876,1,0,0,0,0,0,0,0,0,0,1
17.05001311691165,1737,44,22.056023865886196,0.6646408628435779,9999.0,10.8480073433496,157,0.9260009179187,19.3679798057886,41.0879522682276,2.497924883327484,1,0,0,0,0,0,0,1,0,0,1
25.5,796,38,20.4,9999.0,9999.0,9999.0,144,0.933,26.4,26.1,3.7,1,0,0,0,0,0,1,0,0,0,1
25.5,796,38,20.4,9999.0,9999.0,9999.0,144,0.933,26.4,26.1,3.7,1,0,0,0,0,0,1,0,0,0,1
17.200016069163194,957,40,21.06846966755243,9999.0,9999.0,9999.0,136,0.887878297440211,26.56711741688811,28.940996087097833,3.562128131067311,0,0,0,0,0,0,1,0,0,0,1
25.5,796,38,20.4,9999.0,9999.0,9999.0,144,0.933,26.4,26.1,3.7,1,0,0,0,0,0,1,0,0,0,1
17.500908733866616,817,36,21.41524550811083,9999.0,9999.0,9999.0,145,0.9375582451384569,24.721737017204546,26.597263106013468,3.652345619007043,1,0,0,0,0,0,1,0,0,0,1
17.200146715919683,888,39,20.782073597617163,9999.0,9999.0,9999.0,139,0.9072100321608415,26.49551839940429,27.72381278987294,3.6211973204914605,0,0,0,0,0,0,1,0,0,0,1
17.200178426100194,796,38,20.402561426945727,9999.0,9999.0,9999.0,143,0.9328271036811633,26.40064035673643,26.110886064519352,3.6994717056924435,0,0,0,0,0,0,1,0,0,0,1
17.200137044704267,865,39,20.68730114739507,9999.0,9999.0,9999.0,140,0.9136071725508329,26.471825286848766,27.32102987642904,3.6407441383497674,0,0,0,0,0,0,1,0,0,0,1
18.25729688033896,1259,41,23.03513709580562,0.6612268346770734,9999.0,9999.0,147,0.8506708669268359,25.233246978729465,34.781467741658744,3.146486290419438,1,0,0,0,0,0,1,0,0,0,1
17.150072037239877,1292,52,18.55875598296329,0.6542153110164628,9999.0,9999.0,157,0.7014138758374857,39.244354059628485,41.60933012777532,2.7767478483298538,1,0,0,0,0,0,1,0,0,0,1
18.25517937246594,1284,38,24.819458907404073,0.6617398196358014,9999.0,9999.0,144,0.863495490895034,20.898524077478534,35.191855708641086,3.00285050197562,1,0,0,0,0,0,1,0,0,0,1
18.255244892911566,1243,42,22.159030994648738,0.660913939640946,9999.0,9999.0,149,0.8428484910236494,27.877210034006485,34.53115171275678,3.234096900535126,1,0,0,0,0,0,1,0,0,0,1
18.205147414186353,2485,85,23.029115208219984,9999.0,9999.0,9999.0,145,0.9779883267407037,20.49793605530384,42.42776180401947,3.326519539534593,0,0,0,0,0,0,0,1,1,0,0
17.60109877509969,2532,97,21.51460791340862,9999.0,9999.0,9999.0,154,0.7361805822608956,28.7598954600167,51.697610162358835,2.606472740529068,0,0,0,0,0,0,0,1,1,0,0
17.601013395962653,2641,85,22.167436375654425,9999.0,9999.0,9999.0,145,0.7945271260741145,25.291744254335857,50.47355679564795,2.677875853587203,0,0,0,0,0,0,0,1,1,0,0
19.425596403960995,2479,76,25.30150823493944,9999.0,9999.0,9999.0,138,1.1464952172168332,14.427501491567499,36.18288946546312,3.80657229583926,0,0,0,0,0,0,0,1,1,0,0
17.159885775149792,597,39,18.277025949836734,10097.265004337003,0.0,7.8707503331864235,134,0.7148470358772205,29.533507102092017,35.75370934754508,2.927320359609321,0,0,0,0,0,0,1,0,0,0,1
17.215747561560974,602,40,18.314701614266554,9964.310985773538,0.0,15.143942077834055,134,0.7168782250876929,29.516059552575623,35.657401769024446,2.932910100902786,0,0,0,0,0,0,1,0,0,0,0
17.17278015424709,608,39,18.237443725305546,10011.319542125428,0.0,79.03831916094452,134,0.7201471381499815,29.53447567439658,35.69008052235884,2.93288991403528,0,1,0,0,0,0,0,0,0,0,1
17.219721389072827,610,39,18.266739114374214,10067.398473123149,17.42829124167965,51.175759949900055,134,0.7236027568512401,29.565331114255013,35.66894691110805,2.9303296468955042,0,0,0,0,0,0,0,0,0,0,0
18.244501345524565,1238,39,24.1725277383029,0.7619230583187971,9999.0,9999.0,142,0.87,18.06556788369018,33.69496368741735,3.1385695582368545,1,0,0,0,0,0,1,0,0,0,1
18.789480430665527,1139,42,22.358237827595804,0.8990137175455756,9999.0,9999.0,142,0.8891060174717762,17.267177652878043,30.97461676034147,3.4673441978738673,1,0,0,0,0,0,1,0,0,0,1
18.33094705548539,1087,41,21.79478538143389,0.8060571106342262,9999.0,9999.0,145,0.825263213152588,20.79386313418998,31.838772626837997,3.4822674711764625,1,0,0,0,0,0,1,0,0,0,1
18.243416388756213,1260,38,24.71394587383361,0.7240237888316474,9999.0,9999.0,142,0.87,18.30619816614827,34.34165757152348,3.0594623528787563,1,0,0,0,0,0,1,0,0,0,1
18.715131680403566,1608,70,19.92317427677362,9999.0,9999.0,9999.0,149,0.9026792391031336,22.18229662709779,30.41458072258011,3.8420652849613277,0,0,0,0,0,0,0,0,0,0,0
17.39917318283724,1272,46,20.16560490285728,9999.0,9999.0,9999.0,150,0.65175489894277,26.513055157144407,43.918782631433714,2.433281001428037,0,0,0,0,0,0,1,0,0,0,0
17.496357225577025,1828,54,22.97439006020171,9999.0,9999.0,9999.0,157,0.9658438381564837,18.606216757319906,36.64878012040342,3.393197527922193,0,0,0,0,0,0,0,0,0,0,0
18.002615526113182,1407,64,18.35271661842795,9999.0,9999.0,9999.0,143,0.8458740349944562,30.580297374102877,28.7268658895956,4.1960895042889685,0,0,0,0,0,0,1,0,0,0,0
21.10792045411263,1896,50,31.492345275171804,832.4464894746498,9999.0,15.46028748082221,138,1.3808134356507131,14.748325016438105,35.14832501643811,3.3056172786678477,1,0,0,0,0,0,0,1,0,0,0
17.34976974581007,1454,43,23.39693979589012,0.6735049336781304,9999.0,11.05229515308241,154,1.4278850254445268,19.87704846917589,33.33492066404919,3.1593593570815584,1,0,0,0,0,0,0,0,0,0,1
17.349790330049,1311,41,23.46081478549712,0.662965560392975,9999.0,11.004388910877159,153,1.5763943762808053,20.356110891228404,31.5623897024549,3.297968084528752,1,0,0,0,0,0,0,0,0,0,1
18.21800569805818,1896,57,24.122361706583927,0.7666816912226267,9999.0,11.53981747084671,158,0.9763108958871531,16.506731233854044,39.722361706583925,2.7912253306332837,1,0,0,0,0,0,0,1,0,0,0
25.950000000000003,1361,55,17.8,0.65,9999.0,9999.0,160,0.615,41.9,47.3,2.257,1,0,0,0,0,0,1,0,0,0,1
25.950000000000003,1361,55,17.8,0.65,9999.0,9999.0,160,0.615,41.9,47.3,2.257,1,0,0,0,0,0,1,0,0,0,1
17.150002254091174,1310,52,18.358280570604343,0.6531015587255797,9999.0,9999.0,158,0.6785819538743834,39.946018002884806,43.112895720467435,2.639422190863974,1,0,0,0,0,0,1,0,0,0,1
18.331772432833798,1342,49,19.992240961922572,0.6535549853436583,9999.0,9999.0,154,0.6905434385527374,35.027028335594096,43.77463953420559,2.456375428023499,1,0,0,0,0,0,1,0,0,0,1
17.150002254091174,1269,51,18.816792343158692,0.6556488463508816,9999.0,9999.0,157,0.7308013501930731,38.34122679894458,39.674057426309815,2.9535027550637034,1,0,0,0,0,0,1,0,0,0,1
