a4,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,season_autumn,season_spring,season_summer,season_winter,size_large,size_medium,size_small,speed_high,speed_low,speed_medium
0.0,7.0,12.1,3.136,1.208,16.2,1.8,2.5,0.5,0,0,1,0,0,0,1,1,0,0
7.8,8.5,6.7,82.852,2.8,27.069000000000003,64.0,140.517,18.3,0,0,1,0,1,0,0,0,0,1
1.2,7.8,10.53,100.83,5.41,486.5,24.0,58.373999999999995,27.5,1,0,0,0,0,1,0,0,0,1
4.6,7.6,6.0,53.0,3.734,914.0,137.60001,254.60001,4.3,0,0,0,1,0,1,0,0,0,1
8.3,7.9,8.3,391.5,6.045,380.0,173.0,317.0,5.5,0,1,0,0,0,1,0,0,0,1
0.0,8.1,11.4,40.02,5.33,346.66699,125.667,187.05701000000002,15.6,1,0,0,0,0,0,1,0,0,1
0.0,7.75,10.3,32.92,2.9419999999999997,42.0,16.0,40.0,7.6,1,0,0,0,0,0,1,1,0,0
0.0,8.87,11.0,41.163000000000004,2.273,54.75,39.0,72.696,22.7,1,0,0,0,0,1,0,1,0,0
3.5,7.84,9.4,10.975,1.51,12.5,3.0,11.5,1.5,0,1,0,0,0,0,1,1,0,0
0.0,8.84,12.9,43.09,0.846,52.2,8.6,46.438,81.54,1,0,0,0,1,0,0,0,1,0
0.0,8.3,10.0,3.86,0.866,32.0,6.0,16.0,2.86,0,0,1,0,1,0,0,0,0,1
0.0,8.58,11.1,23.825,3.617,72.6,51.111000000000004,91.111,22.9,1,0,0,0,1,0,0,0,0,1
0.0,8.0,9.2,39.0,4.86,120.0,187.0,213.0,2.0,0,1,0,0,0,1,0,0,0,1
0.0,8.5,8.6,125.6,3.778,124.167,197.83299,303.33301,40.0,0,0,0,1,0,1,0,0,0,1
0.0,6.5,10.4,9.734727601437369,5.97,10.0,2.0,14.0,4.23340112158487,0,1,0,0,0,0,1,0,0,1
13.4,6.6,10.8,7.07766148318143,2.64,10.0,2.0,11.0,0.798298822299477,0,0,1,0,0,0,1,1,0,0
6.8,7.9,6.3,101.875,3.978,153.75,51.75,205.875,2.0,0,0,0,1,0,1,0,1,0,0
0.0,8.5,7.9,12.444,2.5860000000000003,96.667,19.111,61.443999999999996,6.167000000000001,0,0,1,0,1,0,0,0,0,1
0.0,8.6,3.6,50.0,0.376,134.0,54.1,125.8,26.8,0,1,0,0,1,0,0,0,1,0
0.0,8.5,10.5,2.75,0.758,10.5,4.0,7.654,4.0,0,0,0,1,1,0,0,0,0,1
3.4,7.5,9.2,11.0,3.31,101.0,26.6,108.0,1.3,0,0,0,1,0,1,0,1,0,0
1.0,7.9,10.5,10.207,2.3040000000000003,132.25,10.583,23.485,2.0,1,0,0,0,0,1,0,1,0,0
0.0,8.7,7.4,47.778,2.316,38.111,24.666999999999998,201.778,3.0,0,0,0,1,0,1,0,0,1,0
1.9,7.4,10.7,11.818,2.1630000000000003,170.90900000000002,36.909,122.0,5.555,0,0,0,1,0,1,0,1,0,0
2.6,7.4,10.77,36.248000000000005,3.73,429.20000999999996,57.6,169.00101,3.2,0,0,1,0,0,1,0,0,0,1
1.7,8.3,11.1,41.5,4.665,931.83301,39.0,124.2,13.1,1,0,0,0,0,1,0,1,0,0
0.0,8.3,10.6,14.32,3.2,125.333,35.333,75.904,4.667,0,1,0,0,1,0,0,0,0,1
2.2,7.14,9.8,3.275,0.9229999999999999,15.0,1.25,10.75,2.5,0,1,0,0,0,0,1,1,0,0
0.0,9.1,11.6,31.090999999999998,5.099,246.364,55.0,284.0,88.255,0,0,0,1,0,1,0,0,0,1
0.0,8.7,10.8,39.109,6.225,161.81798999999998,104.727,228.364,46.075,0,0,0,1,1,0,0,0,1,0
0.0,8.3,11.5,26.0,1.87,62.5,30.75,75.333,34.75,0,0,0,1,1,0,0,0,1,0
0.0,7.45,11.7,8.69,1.588,18.429000000000002,10.667,19.0,0.6,0,0,1,0,0,0,1,1,0,0
0.0,7.19,11.7,4.3260000000000005,1.474,160.0,2.5,7.2,0.3,0,0,1,0,0,0,1,1,0,0
0.0,8.5,11.8,7.837999999999999,1.732,206.53798999999998,8.692,16.662,2.1,0,0,1,0,0,1,0,1,0,0
0.0,9.7,10.8,0.222,0.406,10.0,22.444000000000003,10.111,3.2780684372101803,0,0,0,1,0,1,0,1,0,0
1.9,8.6,10.7,12.0,2.231,43.75,62.625,89.625,2.15,0,0,1,0,0,1,0,1,0,0
0.0,9.0,6.9,28.333000000000002,2.9539999999999997,76.667,102.333,277.33301,110.456,0,1,0,0,0,1,0,0,0,1
1.4,8.47,9.0,46.167,2.102,84.667,48.0,116.2,7.3,0,0,0,1,0,1,0,1,0,0
3.5,7.7,7.1,63.625,3.14,122.5,28.625,186.5,30.0,0,0,0,1,0,1,0,0,0,1
0.0,8.0,12.1,66.3,4.535,39.0,16.0,39.0,0.8,1,0,0,0,0,0,1,1,0,0
0.0,8.1,7.1,42.636,5.078,56.364,166.72701,262.72699,17.2,0,1,0,0,0,1,0,0,0,1
0.0,6.8,11.1,9.0,0.63,20.0,4.0,15.3573268472903,2.7,1,0,0,0,0,0,1,1,0,0
1.7,8.0,5.5,77.0,6.096,122.85,143.71001,296.0,3.7,0,0,0,1,0,0,1,0,0,1
5.0,7.8,9.5,8.3,1.67,34.0,16.8,35.2,1.0,0,1,0,0,0,1,0,1,0,0
0.0,8.1,10.3,26.0,3.78,60.0,246.0,304.0,2.8,0,0,0,1,0,0,1,1,0,0
0.0,8.06,8.3,38.902,3.678,627.27301,205.636,219.90900000000002,6.209,1,0,0,0,1,0,0,0,1,0
0.0,7.8,11.3,20.083,3.02,49.5,53.0,130.75,5.8,0,0,1,0,0,0,1,1,0,0
0.0,7.72,11.8,6.3,1.47,8.0,16.0,15.0,0.5,0,0,1,0,0,0,1,1,0,0
0.0,8.6,11.62,1.5490000000000002,0.445,25.833000000000002,16.833,18.293,1.4,0,0,1,0,0,1,0,1,0,0
3.5,8.3,9.9,40.226,1.587,235.0,33.8,75.207,23.8,1,0,0,0,0,1,0,1,0,0
2.1,8.3,7.7,10.078,1.212,103.333,48.667,82.444,2.0,0,1,0,0,0,1,0,1,0,0
0.0,8.0,9.8,16.0,0.73,20.0,26.0,45.0,0.8,0,0,0,1,0,0,1,1,0,0
4.3,7.35,10.4,7.0,1.7180000000000002,49.0,41.5,61.5,0.8,0,0,1,0,0,0,1,1,0,0
0.0,8.16,11.1,32.056,5.694,461.875,71.0,132.54601,15.0,0,0,1,0,0,1,0,1,0,0
0.0,8.4,5.3,74.667,3.9,131.66701,261.60001,432.909,24.916999999999998,0,1,0,0,0,1,0,0,1,0
0.0,9.1,5.4,61.05,0.308,105.556,104.22200000000001,239.0,72.47800000000001,0,0,0,1,0,1,0,0,1,0
2.4,7.8,3.6,48.667,4.03,5738.33008,412.33301,607.16699,4.3,0,0,0,1,0,1,0,0,0,1
4.4,8.5,10.5,56.717,0.33,215.71400000000003,23.0,138.5,20.829,1,0,0,0,0,1,0,0,1,0
0.0,8.1,9.0,48.428999999999995,6.64,128.571,181.0,222.28599999999997,6.428999999999999,0,0,1,0,0,1,0,0,0,1
0.0,8.3,10.9,1.17,0.735,13.5,1.625,3.0,0.2,0,0,0,1,0,0,1,1,0,0
3.2,8.3,12.5,87.0,4.87,22.5,27.0,43.5,3.3,0,1,0,0,0,0,1,1,0,0
0.0,7.4,11.17,12.145999999999999,6.188,89.6,32.0,69.93,3.1,0,0,1,0,0,1,0,1,0,0
0.0,8.4,8.2,23.25,2.805,43.75,51.125,87.125,14.775,0,0,1,0,1,0,0,0,1,0
28.8,6.6,9.5,20.0574612976049,1.32,20.0,1.0,6.0,6.02909288669881,0,1,0,0,0,0,1,1,0,0
0.0,9.06,6.35,187.183,3.3510000000000004,54.778,159.16701,221.278,20.8,0,0,0,1,1,0,0,0,0,1
2.2,8.0,7.9,27.233,1.651,28.333000000000002,7.3,22.9,4.5,0,0,1,0,0,0,1,0,0,1
0.0,9.1,4.3,82.85700000000001,0.86,137.27299,102.36399999999999,232.89999,54.367,0,1,0,0,1,0,0,0,1,0
0.0,7.9,11.2,49.9,9.773,505.0,67.5,143.75,5.45,0,0,0,1,0,1,0,0,0,1
0.0,7.3,11.7,10.4,4.93,130.0,10.8,60.0,4.3,1,0,0,0,0,1,0,1,0,0
0.0,8.0,9.7,57.848,0.461,217.75,37.0,86.99700000000001,3.0,0,0,1,0,0,1,0,0,0,1
0.0,8.1,10.2,7.6129999999999995,0.6990000000000001,32.5,26.625,52.875,2.0,0,0,1,0,1,0,0,1,0,0
0.0,8.0,10.4664624599572,1.45,0.81,10.0,2.5,3.0,0.3,0,1,0,0,0,0,1,1,0,0
0.0,8.4,4.9,47.0,0.536,91.833,109.0,188.66701,32.0,0,1,0,0,0,1,0,1,0,0
1.0,9.1,9.4,35.75,5.164,32.5,85.5,215.5,18.37,0,1,0,0,0,1,0,1,0,0
0.0,8.9,4.5,57.75,0.267,155.0,97.333,235.66701,98.81700000000001,0,1,0,0,0,1,0,0,1,0
2.5,7.29,11.21,17.75,3.07,35.0,13.0,20.811999999999998,12.1,1,0,0,0,0,0,1,0,0,1
0.0,8.25,13.1,65.75,9.248,430.0,18.25,56.667,28.4,0,0,0,1,0,0,1,1,0,0
4.8,7.61,9.8,7.0,1.443,31.333000000000002,20.0,57.833,0.4,0,1,0,0,0,0,1,1,0,0
