acceleration,Attribute3,Attribute4,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute1_nominal1,Attribute1_nominal2,Attribute1_nominal3,Attribute1_nominal4,Attribute1_nominal5,Attribute1_nominal6,Attribute2_nominal7,Attribute2_nominal8,Attribute5_nominal10,Attribute5_nominal11,Attribute5_nominal9
17.49420289855073,1830,54,23.002151161627705,9999.0,9999.0,9999.0,157,0.9665683351936987,18.573038855615668,36.70430232325541,3.3892026377169886,0,0,0,0,0,0,0,0,0,0,0
17.973469387755102,1478,67,18.890776357965265,9999.0,9999.0,9999.0,146,0.8596764370086742,27.5390901506311,29.311713432570944,4.067423044834393,0,0,0,0,0,0,1,0,0,0,0
17.980124223602484,1441,65,18.614529796604437,9999.0,9999.0,9999.0,144,0.852590112173766,29.10048375832274,29.01144543109178,4.1334820051598085,0,0,0,0,0,0,1,0,0,0,0
18.56753246753247,1933,62,23.403263259031085,9999.0,9999.0,9999.0,145,1.458684153245199,16.0314416817125,33.65187279909868,3.617882808662416,0,0,0,0,0,0,0,0,0,0,0
17.492,1870,51,23.544081973171444,9999.0,9999.0,9999.0,159,0.9807114075925231,17.92536544669754,37.78816394634289,3.3112174721533774,0,0,0,0,0,0,0,0,0,0,0
17.99230769230769,1434,65,18.55830765137437,9999.0,9999.0,9999.0,144,0.85114789192656,29.418261100927467,28.950334403667796,4.146926431193085,0,0,0,0,0,0,1,0,0,0,0
17.94864864864865,1578,70,19.660932264754265,9999.0,9999.0,9999.0,149,0.8794326102697833,23.186035025301987,30.148839418211157,3.883255327993546,0,0,0,0,0,0,1,0,0,0,0
17.398666666666667,1486,62,19.924514712537466,9999.0,9999.0,9999.0,150,0.8042444443200535,23.80079051604648,34.938173042020566,3.3675054889173235,0,0,0,0,0,0,1,0,0,0,0
17.392307692307696,1343,51,20.08515035236223,9999.0,9999.0,9999.0,150,0.7026424021308884,25.607941464075108,40.92185062549314,2.745042384596351,0,0,0,0,0,0,1,0,0,0,0
18.97956989247312,1954,59,27.209077467520135,895.2162736275423,9999.0,12.590904427506985,146,0.9830908652000657,15.53637323748562,34.87274043998028,3.348907022553098,1,0,0,0,0,0,0,0,0,0,0
18.14126984126984,1896,64,24.88943693848263,0.8171471670054361,9999.0,11.822424135230442,159,0.9815593053685654,14.932208389430393,40.48943693848263,2.8404796349973056,1,0,0,0,0,0,0,1,0,0,0
18.777611940298506,1935,56,25.920121706380954,607.6228858889916,9999.0,12.143715694050535,150,0.9788820300616521,16.457055924013606,36.13539098150437,3.150565666655355,1,0,0,0,0,0,0,0,0,0,0
18.118181818181817,1896,51,23.395913110355018,0.7188890204180932,9999.0,11.272178514341322,158,0.9713404581234817,17.99786256295549,38.99591311035501,2.7445796839280594,1,0,0,0,0,0,0,1,0,0,0
18.185057471264372,1896,54,23.73086412766334,0.7409252715567988,9999.0,11.395581520718073,158,0.9736322282419071,17.310331527427877,39.33086412766334,2.766087065039436,1,0,0,0,0,0,0,1,0,0,0
17.349681528662423,1896,63,22.17973203801683,0.7591389563532901,9999.0,11.497578155578424,162,0.9704251116508263,19.84537961280949,40.11784611756159,2.7549560291446213,1,0,0,0,0,0,0,1,0,0,0
17.9969696969697,1896,52,23.45544169297462,0.7228053745378039,9999.0,11.294110097411702,158,0.9717477589519316,17.875672314420516,39.05544169297462,2.7484020455488967,1,0,0,0,0,0,0,1,0,0,0
20.752054794520546,1896,50,26.999194338110616,381.77355731103756,9999.0,13.151879659946738,148,1.1582169672091498,16.726960291474224,37.12696029147422,2.9948066542142575,1,0,0,0,0,0,0,1,0,0,0
20.55970149253731,1896,50,26.579232759272564,339.6504862675359,9999.0,12.936119582745539,149,1.1374115311933197,16.911897500503823,37.311897500503825,2.9657561009625244,1,0,0,0,0,0,0,1,0,0,0
18.2448717948718,1314,41,23.45882987164694,0.6587058921102261,9999.0,9999.0,147,0.8000002073423038,25.068608586896275,38.66665699069249,2.7452554491818453,1,0,0,0,0,0,1,0,0,0,1
17.398507462686563,1361,55,19.050016133943778,0.7995389671347557,9999.0,9999.0,155,0.7298162967474285,33.65915289474102,40.03138766558618,2.8241369496596773,1,0,0,0,0,0,1,0,0,0,1
18.033333333333335,1324,44,22.056775504544433,0.6569028791965585,9999.0,9999.0,150,0.7616861829268688,28.55443355332016,40.454644796746116,2.644136474940325,1,0,0,0,0,0,1,0,0,0,1
18.27127659574468,1342,49,20.10893652535696,0.6535522100390108,9999.0,9999.0,154,0.6904844633289775,35.032393924579296,43.77739171131438,2.4562197796878507,1,0,0,0,0,0,1,0,0,0,1
18.20483870967742,1314,41,23.149627534700205,0.6586750716778923,9999.0,9999.0,147,0.7993452731552098,25.12819475607503,38.69722058609021,2.743526936601789,1,0,0,0,0,0,1,0,0,0,1
18.171698113207547,1325,45,21.872962144555455,0.6566048034776575,9999.0,9999.0,150,0.7553520739002217,29.130713276528844,40.750236551322985,2.6274193950386246,1,0,0,0,0,0,1,0,0,0,1
18.194915254237287,1355,53,18.44836365829132,0.6509974825512175,9999.0,9999.0,158,0.63619650421337,39.971533734313,46.31082980337606,2.3129421464141102,1,0,0,0,0,0,1,0,0,0,1
25.950000000000003,1361,55,17.8,0.65,9999.0,9999.0,160,0.615,41.9,47.3,2.257,1,0,0,0,0,0,1,0,0,0,1
18.26989247311828,1354,53,18.643925340477814,0.6512983466776582,9999.0,9999.0,158,0.6425898669002362,39.38986308986086,46.01247287798898,2.3298156095053293,1,0,0,0,0,0,1,0,0,0,1
17.39767441860465,1361,55,18.46925858044705,0.7300631561053323,9999.0,9999.0,157,0.6764726399818032,37.48785084001574,43.40838529147456,2.56064509668431,1,0,0,0,0,0,1,0,0,0,1
18.361538461538462,1329,53,18.118429673213768,0.6500860620738416,9999.0,9999.0,159,0.6275650627808677,40.54021923330336,46.060706136681546,2.365696399261889,1,0,0,0,0,0,1,0,0,0,1
18.332558139534882,1071,43,20.75190394195194,0.6507978118762031,9999.0,9999.0,152,0.731480533925671,29.29457235598902,35.81150898267353,3.264636399644676,1,0,0,0,0,0,1,0,0,0,1
25.950000000000003,1361,55,17.8,0.65,9999.0,9999.0,160,0.615,41.9,47.3,2.257,1,0,0,0,0,0,1,0,0,0,1
25.950000000000003,1361,55,17.8,0.65,9999.0,9999.0,160,0.615,41.9,47.3,2.257,1,0,0,0,0,0,1,0,0,0,1
18.187719298245614,1312,41,23.448679005616498,0.6591600200091079,9999.0,9999.0,147,0.8096504251935416,24.19062798239151,38.21631349096806,2.770724455510798,1,0,0,0,0,0,1,0,0,0,1
