a4,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,season_autumn,season_spring,season_summer,season_winter,size_large,size_medium,size_small,speed_high,speed_low,speed_medium
7.175956284153005,7.020352390279687,8.741131149650512,10.013555719693523,1.7238033615944774,25.441516377621163,3.715724041957907,13.23044125454528,0.5423995917460059,0,0,0,0,0,0,1,1,0,0
4.988659315138673,7.089502118248943,8.389391437310278,11.856903383821141,1.5641703285668478,25.561725341714705,4.174959485880291,11.968103619377242,0.29088048734320804,0,0,0,0,0,0,1,1,0,0
4.867029201266696,7.087067804619379,8.372933477671653,10.764197292632902,1.564431442485582,27.380906401851092,4.146152948282434,11.590162177333964,0.48805809579244663,0,0,0,1,0,0,1,0,0,0
7.175956284153005,7.058456986364269,8.554496393317864,10.279692101016135,1.640750895026449,26.841277050116023,3.8712530055684473,13.43262890723898,0.5192025384067648,0,0,0,0,0,0,1,1,0,0
4.94949494949495,7.128303481887281,8.459343422642267,10.381313154715468,1.5772869594717653,28.323691396230544,4.690541645291821,14.76528902642995,0.5269742830192118,0,0,0,0,0,0,0,1,0,0
4.94949494949495,7.45304655053994,8.962466486752021,9.375067026495959,1.6221106506379073,31.067999018647384,10.54506457311442,24.644796467130583,0.755666584887282,0,0,0,0,0,0,0,1,0,0
8.520710059171597,7.567375202642014,9.5,10.579230876499757,1.6021511007705873,31.28604403082349,13.737106834786513,29.539463264288997,1.974909761385668,0,1,0,0,0,0,0,1,0,0
7.282608695652175,6.66474681025464,10.72985762222414,7.143613583194256,2.5876629950441656,11.29493620509281,2.7985439931405676,12.305727340135252,0.8091817455334047,0,0,0,0,0,0,0,1,0,0
5.313266469271452,7.5013086581231825,8.78304662260312,56.80856566328255,8.692105303283403,756.996344245404,104.76272210835026,292.82795136118915,3.0868963852804243,0,0,1,0,0,0,0,0,0,0
5.492727272727273,7.876325160611951,7.8157649645533604,55.9335192460091,5.874824683979282,694.3810344714075,78.40561336316736,224.5512580056294,8.905410212679836,0,0,1,0,0,0,0,0,0,0
5.356330525431628,7.505423703252087,8.79770782964035,59.34786233868039,8.69709964428901,759.3697723293367,105.06625836801796,292.4199277793845,2.866691966769097,0,0,1,0,0,0,0,0,0,0
5.316711907371184,7.505858382285103,8.831439732719582,57.55138889884586,8.65704803239737,756.1746077404564,104.58078387724402,292.5013346549607,2.945027554459417,0,0,0,0,0,0,0,0,0,0
5.709063873865975,8.156547450576312,7.11149112428864,53.548876725033885,3.8143092023230687,648.6333821676169,59.39974994612681,175.14418258565775,13.26985648441936,0,0,0,0,0,0,1,0,0,1
5.713671162465113,8.156114217430572,7.089497644332437,56.69789617123486,3.82106916042945,650.475728207687,59.53616735076214,174.6777444507367,13.157878105266759,0,0,1,0,0,0,1,0,0,1
5.743818856066722,8.155998278959693,7.097770352730033,54.263002029284564,3.842008224151072,641.2817237188636,60.24714866691684,174.61193675550146,13.195402548550689,0,0,1,0,0,0,1,0,0,1
5.492727272727273,7.676188051105751,8.33920048172342,57.20854658518628,7.370926553349465,728.6137142152969,92.28312053632717,260.7542106167959,5.7647971096594866,0,0,1,0,0,0,0,0,0,0
6.663059113987488,7.696306111969455,5.318150102893294,64.72919345444696,2.928369934084421,370.74716006251543,52.226797795891486,183.4614738721967,17.20299979286405,0,0,0,1,0,1,0,0,1,0
6.547572987524991,7.700514743560657,5.2964060805074,63.91273702758529,2.9071101280251073,370.8908209627088,50.84916238886429,182.29753876507522,17.234736670373383,0,0,0,1,0,1,0,0,0,0
6.755699974320604,7.70597875291864,5.301006264244958,65.88888239126858,2.8739808975984156,370.75301008303137,51.426748183488385,182.34848025995305,17.283787326269888,0,0,0,0,0,0,0,0,0,0
6.685182821397346,7.705612299190858,5.266448203178797,64.07433130542537,2.905161781052027,373.47651827437284,50.45883210191314,184.56149737649207,17.150893313511165,0,0,0,1,0,0,0,0,1,0
6.804790756006872,7.899558504236417,6.281165538146582,103.38940623608664,3.9524959643617836,158.17943716374754,51.81189527874344,204.417266782679,1.9401538861357364,0,0,0,0,0,0,0,1,0,0
8.490607734806629,7.98809596854831,3.657120943550685,35.70171322493658,1.0532138441960917,163.66079646168492,39.08620452118036,122.62430972184659,2.8809596854831048,0,0,0,0,0,1,0,0,0,0
6.827689245780641,7.91066352400768,6.292556592385325,102.22428217835255,3.930266470026698,154.61330912620585,52.534244405389316,206.16899810369094,2.0696359677318927,0,0,0,0,0,0,0,0,0,0
6.726927840514006,7.899352356893091,6.255633764051849,101.96279810211558,3.9820628430819367,150.4821740808677,52.399520049129265,206.39419386974876,2.0327403020662778,0,0,0,0,0,1,0,0,0,0
7.804098540055116,8.496844934950772,6.690528833921909,83.26052929403866,2.7783269247173963,28.889417590398054,63.901424539939,139.7573191155853,18.334188714508915,0,0,0,0,1,0,0,0,0,1
7.882390928219016,8.510327839341773,6.710879335958989,83.15570035263599,2.8113886324569113,22.259931500126523,64.7160934180735,141.05548878367068,18.27987138489434,0,0,1,0,1,0,0,0,0,1
7.772406570820728,8.50627848406869,6.712506948378274,82.20465849909735,2.7937639674654986,30.418507766840193,64.1471326216109,140.82809782989503,18.20893216253156,0,0,1,0,0,0,0,0,0,1
7.920669958628912,8.497495686246832,6.707011616617152,83.05499400470835,2.7917586969936523,30.34476516688366,63.90515498607193,143.85920398087592,18.224914129726812,0,0,1,0,0,0,0,0,0,1
8.296218666630693,7.903735706506327,8.335550608445814,392.4083775507658,6.060835912549601,385.91413094510176,173.21887055352641,317.5372815393681,5.517077850464168,0,0,0,0,0,1,0,0,0,0
8.3110450495986,7.9021650186486925,8.275895445637197,391.92839521473434,6.036815418419378,377.4862383262156,173.39911887941224,317.1573507603171,5.473070797861871,0,1,0,0,0,0,0,0,0,0
8.220866768024496,7.901607984534962,8.297474749342106,392.2621433662011,6.037237672197984,375.23399181346826,173.10628911126335,317.9963220383659,5.609888578562979,0,0,0,0,0,1,0,0,0,0
8.288034920980742,7.906048318176583,8.283559503714645,390.9137943931494,6.071727070566307,383.6498380892271,173.2594678134532,314.97312590513,5.455540746369032,0,0,0,0,0,0,0,0,0,0
11.316829272123943,8.0030504033053,3.2918147464031655,27.524614601006054,0.6789700628887906,170.53388919390665,37.047122391108765,111.05547336725922,2.978973192357101,0,0,0,0,0,1,0,0,0,1
11.261984415149742,7.996707866567395,3.2813230561479245,26.195816001415317,0.6375376070481639,166.46165454415595,37.54404231028795,110.42845835284173,3.0930363735462443,0,1,0,0,0,0,0,0,0,0
11.199521565785984,7.995035826392339,3.296673859065541,26.459662942839092,0.6543967911505173,167.2580849415882,37.958040007778344,108.53455138518937,3.0510301441186223,0,0,0,0,0,0,0,0,0,1
11.35311392158266,8.001379416192961,3.33315592120042,27.242535337888874,0.66292801610679,164.8161370156813,38.16505818597567,110.6648786796692,2.982769809649812,0,0,0,0,0,0,0,0,0,1
13.44218291699896,6.600656731719275,10.768976895014935,6.427451905091196,2.637439767798472,7.968264678878726,1.7514677766714308,10.76099504660087,0.880677677354848,0,0,0,0,0,0,1,0,0,0
