a3,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,season_autumn,season_spring,season_summer,season_winter,size_large,size_medium,size_small,speed_high,speed_low,speed_medium
0.0,8.2,9.4,45.273,7.195,345.45499,144.0,287.0,9.882,0,0,0,1,0,1,0,0,0,1
11.8,8.0,3.3,26.76,0.6579999999999999,165.0,37.375,111.375,3.0,0,1,0,0,0,1,0,0,0,1
8.8,8.2,8.2,7.332999999999999,1.003,37.778,19.111,120.889,5.111000000000001,0,1,0,0,1,0,0,0,0,1
21.7,8.4,4.9,47.0,0.536,91.833,109.0,188.66701,32.0,0,1,0,0,0,1,0,1,0,0
0.0,7.8,10.53,100.83,5.41,486.5,24.0,58.373999999999995,27.5,1,0,0,0,0,1,0,0,0,1
0.0,7.7,4.4,53.0,2.31,90.0,22.2,116.2,16.0,0,0,1,0,0,1,0,1,0,0
0.0,7.4,10.7,11.818,2.1630000000000003,170.90900000000002,36.909,122.0,5.555,0,0,0,1,0,1,0,1,0,0
3.2,8.15,10.3,73.25,1.535,110.0,61.25,111.75,3.2,0,0,1,0,0,0,1,1,0,0
19.6,8.0,9.8,16.0,0.73,20.0,26.0,45.0,0.8,0,0,0,1,0,0,1,1,0,0
3.3,7.925,10.2,34.037,9.08,109.0,55.0,58.623000000000005,11.6,0,0,1,0,0,1,0,0,0,1
1.4,8.0,4.5,79.077,8.984,920.0,70.0,200.231,19.4,0,0,0,1,0,1,0,0,1,0
3.3,8.27,7.8,29.2,0.05,6400.0,7.4,23.0,0.9,0,0,0,1,0,0,1,0,0,1
0.0,7.2,9.2,0.8,0.642,81.0,15.6,18.0,0.5,0,1,0,0,0,0,1,1,0,0
10.6,8.0,5.5,77.0,6.096,122.85,143.71001,296.0,3.7,0,0,0,1,0,0,1,0,0,1
0.0,5.6,11.8,7.64098570361906,2.22,5.0,1.0,1.0,1.07214792040487,0,1,0,0,0,0,1,0,0,1
1.9,8.7,7.4,47.778,2.316,38.111,24.666999999999998,201.778,3.0,0,0,0,1,0,1,0,0,1,0
18.9,8.07,4.8,77.36399999999999,2.302,98.182,61.181999999999995,138.7,1.4,0,1,0,0,0,0,1,0,0,1
1.0,8.1,10.5,22.285999999999998,4.071000000000001,178.57001,182.42,255.28,8.957,0,1,0,0,0,0,1,0,0,1
25.9,8.4,5.3,74.667,3.9,131.66701,261.60001,432.909,24.916999999999998,0,1,0,0,0,1,0,0,1,0
2.1,8.0,11.9,130.67,6.54,196.0,75.0,84.0,4.5,1,0,0,0,0,1,0,0,0,1
0.0,8.6,10.1,2.1109999999999998,0.6629999999999999,11.110999999999999,3.222,7.0,1.3,0,1,0,0,1,0,0,0,0,1
0.0,7.09,8.4,10.5,1.5719999999999998,28.0,4.0,13.6,0.5,0,0,0,1,0,0,1,1,0,0
0.0,6.6,10.8,6.081090204819129,3.245,10.0,1.0,6.5,4.2182012053469,0,0,0,1,0,0,1,1,0,0
0.0,7.3,9.9,16.0,4.82,101.667,14.667,85.0,2.0,0,0,0,1,1,0,0,1,0,0
0.0,7.9,9.0,5.273,0.91,33.635999999999996,9.0,11.818,0.8,0,1,0,0,0,0,1,1,0,0
0.0,7.9,11.8,63.51,4.94,137.0,159.5,218.0,6.5,0,0,1,0,0,1,0,1,0,0
16.0,8.5,7.3,71.444,2.512,66.667,64.389,137.778,9.384,0,1,0,0,1,0,0,0,0,1
