HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
32.74076335877863,0.019639614479963208,86.56786629678606,2.472340613033979,0,0.4013728534812856,7.156299460693957,25.36473782527454,7.307686426740643,1,300,14.373323900132236,395.4668619339303,6.556085593888345
32.313166100037265,0.0330016340893905,40.486965768698106,6.4154016149167195,1,0.4481092348470495,6.7645961752152,33.01734544585118,4.0745253041278,3,255,17.619241111590146,396.7738611086575,3.547407262644809
33.87050147492625,0.022217450255712513,95.0,1.47,0,0.403,7.083092919929692,14.354186950615194,7.653,3,402,17.0,388.3863581362863,4.485686117548337
34.1578947368421,0.02577237004316998,18.348877947524997,2.0421247990694975,0,0.42516788183327,7.05782103965464,51.92800870807703,7.872265409898225,3,216,17.343660637663007,392.89539286037893,6.875152920625405
37.33017127799736,0.15362445934030716,31.607830810097823,6.044150090526875,0,0.4326013051350163,7.23656667129209,15.846068877825811,6.172771481959662,7,329,16.698042297475546,391.71937919335727,4.596861389110761
33.320836611963955,0.07609674988482609,40.042891693617776,6.472001497705989,0,0.44799639645923006,7.255245152894657,49.10485226281076,4.774483707034964,4,254,17.617385284581626,389.2772057781494,6.040952722365685
32.74076335877863,0.01817717143176632,87.03962211878506,2.540745207223834,0,0.401184151152486,7.146911519836177,24.73730258201587,7.307592075576244,1,298,14.500697972071967,395.36406634031675,6.733937538781967
34.743678160919536,0.06922631680123807,1.244742406809337,2.18,0,0.4585280725362222,7.157297414456332,54.86763456365229,5.950237219655271,3,222,18.688684159938095,396.898,5.3730001922352315
34.563412983777454,0.02061794159719158,80.55379376168757,1.5364746219669974,0,0.40507894937079947,7.27190046416054,38.252887833580985,7.295456172855211,1,329,12.65236706869546,391.8697371657036,6.617098526758561
34.63613018340405,0.0036103471584425367,0.44615065818976024,7.106768989124283,0,0.469283061914905,7.196158602239608,61.13420406235146,4.981352149172212,2,241,17.761741844071555,392.91592353481815,3.9914324194801494
35.919332406119615,0.08948788629857757,45.0,3.44,0,0.4370000000000001,7.001547800876121,25.25868262925004,6.066760927025556,5,398,15.2,381.83140015913375,5.1626447104875
34.74935251798561,0.03560937281910568,85.12277253048782,1.5029240915650406,0,0.4036584818313008,7.171886067558942,30.445082119918666,7.426482250032521,2,353,14.102679942276428,393.8037938747175,5.916472572479671
33.4956780923994,0.030996082822104525,76.80235030673728,2.9524031337423167,0,0.42463561276075706,7.031690027975412,16.400783435579097,5.6300186456427515,2,255,17.939529938652544,395.5108589815958,2.6853197533698583
35.795530726256985,0.04531032130594886,14.806049183781965,3.0313478280674633,0,0.44689546311216355,7.014485859805151,41.61485819378533,5.457172890842507,4,217,15.886850655081426,393.4415278180461,4.782176180200067
35.148221906116646,0.016167839575824905,87.73725744583936,1.4809696412465279,0,0.4067712375902678,7.21505886168759,20.97981802797467,8.199800036099102,4,229,17.960339801444285,395.88308580437706,4.383095904781691
36.693188010899185,0.06027857116854436,0.0,2.402000006618871,0,0.481785714994879,7.014592853195174,57.53000009928306,3.498692780718539,3,199,17.98642855015363,396.898,5.100071421716169
36.693188010899185,0.06537408862969081,0.0,2.46,0,0.488,6.419569264143499,60.94741243571137,2.6741441387764935,3,193,17.8,396.898,7.996339168812401
39.526381909547744,0.5477313688281825,20.0,3.97,0,0.647,7.2505218867469186,91.28806321387509,1.9597757841301042,5,264,13.0,387.9570589351545,7.9808968634795825
34.94151212553495,0.09633521903587325,38.479176733932704,5.010925605007122,0,0.4346287915396119,6.969376865568008,19.247351962631296,5.894311510284138,6,357,15.733521903587325,385.2382269674871,4.957727492376714
42.6605504587156,0.05668654162090173,0.0,2.46,0,0.488,7.538876540306314,55.24769989016416,3.0719898001331796,3,193,17.8,394.09442308981477,4.652529778166011
41.52718562874251,0.18443673974685654,0.0,3.9723484977427588,0,0.4642926167271368,8.133417720258405,76.75208505885449,3.298476904186285,3,286,17.803803897690134,393.023453972884,4.187110454730515
41.35642477994632,1.2245454262656967,0.0,19.593051656147864,0,0.6049185973541532,6.928259402116672,97.19120240425757,1.9038835692424811,4,401,14.729062500165988,363.4182299288112,4.59279678774244
41.60075522061994,0.5923579209139813,0.0,6.250365110665291,0,0.5076599854987207,8.328566360417808,73.08265242138971,3.85154645191063,7,308,17.441198690135312,385.89482017373524,2.4653643008092847
42.808953759631,0.3745269382295824,21.843569998009507,5.872603070724141,0,0.43042980697741556,8.259486314634698,8.062811348597444,8.909463172041315,7,328,19.096970822359534,396.7806042629669,3.552129670964212
43.08875148106065,0.5263805737921188,20.398771984263323,3.9513354499471025,0,0.6473106785308895,7.51023645611774,89.65612557985995,2.155358157638182,4,263,13.028595138674929,388.38804402052523,7.260450016884851
40.95985401459854,0.14853675331785482,1.3144034996589404,2.960977788981583,0,0.45354362274778315,8.029633615185213,74.46214790539904,3.4540563309856243,2,275,17.671399125085266,396.46431256528757,4.140993816267906
46.484210526315785,0.31732579676580164,0.0,6.2,0,0.5044360868935878,8.263238116340611,77.15163784688544,3.004184621779854,8,307,17.4,384.1622899830381,4.112381163406105
38.70025188916877,0.06246590832584084,21.36120058828078,3.209586101805931,0,0.44603652438924174,7.621440759048986,52.02451177383334,4.9907525505355945,5,216,15.266477081460211,379.14435443581596,3.3722887719578076
48.31745418527622,0.33869416374615896,0.5239599675339822,6.169904121333559,0,0.5057309546216741,8.240973716249918,70.79758292654117,3.627450893439076,7,308,17.40865449860721,378.98905952085914,3.9177986767171715
75.0,8.743216784168078,0.0,18.1,0,0.6497409108660943,6.043279713369238,94.732284513314,1.1492460669249276,24,666,20.2,356.89454863208977,9.200767782082126
70.65,1.7189626730124887,0.0,19.58,0,0.605,7.64000481330775,98.04913137444261,2.0100719317607347,5,403,14.7,384.6720128144163,2.423524037797795
47.916666666666664,0.05828872547459534,9.154901898381363,2.8582382325795894,0,0.4674014707286419,7.7458594123450535,51.81479412981564,4.1204408760720845,3,203,16.472539224734703,385.5060285779644,3.7908470633165416
45.2354874041621,1.9521097452081648,0.0,19.58,0,0.605,7.856379400477417,96.28838206838448,2.0335528587025187,5,403,14.7,368.86673803387623,3.7655500340518238
46.29430719656283,0.5275153324803913,1.4723785154034763,6.035829795532512,0,0.5145275063851349,8.63628919444694,83.47116112492911,2.838491329969289,7,303,17.076076726611234,382.46887893823026,4.823617774775557
49.907645951921275,9.239986552679465,0.5978357887348354,18.058660615780425,0,0.6312340232223217,6.218893711506935,99.85358721886638,1.152556457914511,23,667,20.183913687032028,366.13971503651914,9.477807832269662
49.910577355301285,0.004085236031895131,89.9316431429158,1.1801257289197526,0,0.4007287016777236,7.916991054576134,24.158527671435643,5.911022386696911,1,198,13.600993272080764,395.6381318548585,3.1521010217972805
49.87635465067557,0.007113006644343656,94.3188036071219,2.6978899231200506,0,0.41723311814867986,8.028505807598243,31.737192881601842,5.169923858507816,4,223,14.719646405159356,390.6044847749749,2.8899220590005568
33.87050147492625,0.04019348979930443,78.18675015204211,2.132442044009541,0,0.4144330098966114,7.151813249847957,22.306624923978948,6.615286219384038,3,400,16.394723005473516,388.53560269668844,4.7660890971416086
75.0,0.015037411549694787,90.03741154969478,1.2209989956102674,0,0.4011122346490844,7.923830536403224,24.8531244005666,5.879261068276819,1,198,13.608230540932853,395.48280543729345,3.157904953217092
41.25192051649469,1.2336800056786281,0.0,19.51153726280175,0,0.6045462666554766,6.946536835317321,97.67731850295512,1.8930271602514952,5,404,14.724294244923835,363.3012758933244,4.57975153670763
51.349999999999994,0.03802913729485367,79.82641114026237,2.0678394010736625,0,0.4133180404246216,7.1501735888597375,21.486794429868812,6.716486095576993,3,400,16.453750801049445,388.12244092087667,4.735263470563067
41.4519906323185,0.01445116323920986,90.0,1.2127441838039508,0,0.4015488367607902,7.738042011613722,24.004186696854298,6.656664485670937,2,205,14.7799990356988,395.63251153596195,3.612790327651866
46.29430719656283,0.5297145534035361,7.7558668672459525,5.335220844302077,0,0.5594544481008086,8.25770902124843,85.4818773975187,2.601603819104828,6,290,15.69370928920589,384.4698558038745,5.649896493042842
32.795121951219514,0.06458143088183167,40.0,6.41,1,0.447,6.847141802425557,35.71961300403041,4.20216805092283,4,254,17.6,395.55859625746433,3.9713307310656285
33.19879518072289,0.06980594563582623,31.536221042823758,2.1044501183392907,0,0.4667115082837503,7.3901577967440195,70.72897683425902,3.6773343441127295,6,221,18.418887470415175,396.5523592914023,6.6192110162799
40.781662591687045,0.4943100566404853,18.077968844575555,3.8662103176070803,0,0.6275874853302131,7.5727597552164,88.11223912586563,2.2702176107800063,4,265,13.48050778885611,389.1886501862308,6.966890248797772
42.747698260238884,0.3537160596672931,21.626736412887922,5.758793496656748,0,0.43281505588089214,8.262377540523365,8.26331956559624,8.874414920902375,6,331,19.085535967862132,396.68125812352787,3.4962038390911125
45.2354874041621,1.6461770500983994,0.0,19.58,0,0.605,7.537508337761516,97.95367481980118,1.9905033380592418,5,403,14.7,381.5483163844688,2.742110288913563
35.434132581100144,0.0595340038650975,0.0,3.2821124071350765,0,0.46047918946390304,7.1555644726934835,55.75512793644827,5.815207957911471,2,226,18.49715722568066,395.9806998983559,5.037004881538732
32.13898479249132,0.0,90.06687862388792,2.9681080008029546,0,0.40098156213375163,7.098277326012674,21.198529707541308,7.304551055217434,0,285,15.310620129824832,394.42321983771745,7.840618613291262
44.810057858217384,0.306512680349133,0.6628804186670191,6.154980675191435,0,0.5050023659286785,8.265053983030517,77.78397661471402,2.870768664209182,7,307,17.383378323119935,385.07138427149556,4.144520262322856
41.9953596287703,0.06713150519910505,0.0,2.46,0,0.488,6.3864731330084465,60.96391882402334,2.6843819519490673,3,193,17.8,396.28441505345995,8.731348153501937
55.300000000000004,0.06016959834696199,0.0,2.4047738602591493,0,0.4820829135991946,7.012938447631151,57.57160790388724,3.4666646777934638,3,198,17.977512592024162,396.898,5.097198501874453
49.95207827877669,9.211703890320994,0.0,18.047469748137672,0,0.6311630185844659,6.220969455447226,100.0910823345624,1.1565603145118402,24,665,20.216419347667745,366.2137291429789,9.579162843765237
36.27768595041322,0.05478058171635854,3.0661126510871064,2.593375900322289,0,0.481101246535054,6.978160332409348,55.14992058984767,3.1993864082513226,3,196,17.35541366559237,396.1822160016037,4.97101246535054
49.90349604313468,8.256448231942404,0.0,18.01146449659171,1,0.6678315084537139,5.878784790773566,89.72752063884283,1.1369576499137002,24,667,20.181781468493025,347.9174516284192,8.87291451650102
40.95985401459854,0.3610545999640523,11.458453458904643,3.5087564867808507,0,0.5194799474828802,7.725819318905805,62.59360945308157,3.1380691747551204,3,269,15.13538663527384,393.1172832812344,3.6084311934075064
33.3028548626234,0.045359655484593545,32.662724868846844,2.057570586906197,0,0.47132248052851355,7.414377706702458,72.18153850240279,3.108215008734437,6,222,18.428590242711174,396.9094004837079,6.457814868236805
37.658409387222946,0.1906421619237298,36.06242933684001,5.929616379094481,0,0.4722004522442239,7.306966342231074,49.7087627193688,4.409977609002431,4,255,16.694358747473203,389.45652558128273,5.481021039173381
33.87050147492625,0.026050681244283155,95.0,1.47,0,0.403,7.035914692378054,14.766996441692033,7.653,3,402,17.0,392.10134869205564,4.518121148990088
33.04479966057999,0.11232758449972498,34.39339413192766,6.070420043360047,0,0.431263076531975,6.986924296747369,18.225036846900096,5.495815659678875,7,328,16.11144194304228,390.2603640334332,4.861502073055481
55.85,0.5189366042640852,18.551823042614693,3.8917984443011937,0,0.6323734127304084,7.268488835711176,90.47042197323945,2.0433198469154004,4,264,13.362044239346327,388.5413313104542,7.818329581788557
68.1,0.06268436450162888,0.0,2.3160290722726087,0,0.4725745434577795,7.479299590837373,53.908509130844415,4.671102736012576,3,207,18.262763696266614,394.824042465958,4.902480058571801
54.45,0.06453200211351812,67.05666490540156,2.5709674027271783,0,0.422001467864327,6.961587199154593,18.764973551730208,6.997449358680721,4,399,15.994039936594456,386.15769972304014,4.861788019021663
22.6,0.067,0.0,3.24,0,0.46,6.332999999999998,17.2,5.215,4,430,16.9,375.209,7.34
50.0,9.232,0.0,18.1,0,0.631,6.216,100.0,1.169,24,666,20.2,366.148,9.53
23.0,0.114,0.0,13.89,1,0.55,6.372999999999998,92.4,3.363,5,276,16.4,393.73800000000006,10.5
8.3,24.802,0.0,18.1,0,0.693,5.349,96.0,1.703,24,666,20.2,396.898,19.77
20.6,4.836,0.0,18.1,0,0.583,5.905,53.2,3.152,24,666,20.2,388.219,11.45
18.7,0.062,0.0,5.19,0,0.515,5.968,58.5,4.812,5,224,20.2,396.898,9.29
16.1,2.635,0.0,9.9,0,0.544,4.973,37.8,2.519,4,304,18.4,350.449,12.64
8.8,73.53399999999998,0.0,18.1,0,0.679,5.957000000000002,100.0,1.803,24,666,20.2,16.45,20.62
17.2,14.050999999999998,0.0,18.1,0,0.597,6.657,100.0,1.527,24,666,20.2,35.05,21.22
10.5,24.394,0.0,18.1,0,0.7,4.652,100.0,1.467,24,666,20.2,396.898,28.28
50.0,1.834,0.0,19.58,1,0.605,7.802,98.2,2.041,5,403,14.7,389.609,1.92
