Rings,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Sex_F,Sex_I,Sex_M
21,0.5825910491372185,0.4629552456860927,0.12963580345112583,0.9777617317338277,0.3955462948233113,0.21366805577650333,0.3185432138045033,0,0,1
21,0.5512206321186481,0.4668309481779722,0.15061031605932407,1.082579800256358,0.36326748676061243,0.19894356008052497,0.19762895074155085,1,0,0
21,0.6607423196538965,0.517542661692326,0.17491467661534796,1.5617099004921833,0.6275341293538609,0.33893771454994637,0.45491467661534796,0,0,1
21,0.5528352294006691,0.4364176147003345,0.16787357794949823,0.8625940180249486,0.286720311914816,0.163720311914816,0.2736207338484946,1,0,0
21,0.6879142100651068,0.5268999669034843,0.1544286187093082,1.4616769792657935,0.6323628022972024,0.3032971513676755,0.4247742299230163,0,0,1
21,0.6785866242618488,0.5367933121309244,0.21820668786907563,1.63932824897921,0.6341778028175966,0.4039802544289076,0.4603525797367899,1,0,0
21,0.49,0.41577610960771055,0.12668955615691577,0.599791918944809,0.23460715399201898,0.13488326359972955,0.2191552219215421,0,0,1
21,0.5813459095299175,0.45,0.14269181905983497,1.0221521848034387,0.3938628681581501,0.23215091435900984,0.34788681423074264,0,0,1
21,0.5785588558160597,0.46611346844004264,0.16877730631199148,1.0935197234535547,0.4184911990712418,0.21670964956717356,0.3677730631199147,1,0,0
21,0.4814383979378169,0.3864383979378169,0.13595128911802035,0.5613492816497465,0.21100229285215727,0.1049618874460665,0.21024355440989828,0,0,1
21,0.7533172221878808,0.5701397979548223,0.1893924747443528,1.82681290907967,0.7093929949797779,0.38314463129845816,0.5581774242330584,0,0,1
21,0.6034965034017716,0.47339860136070866,0.21019580408212601,1.0956454545577696,0.4061356643536634,0.23691328666686812,0.36325174829911416,1,0,0
21,0.5872229919267045,0.45601915993892034,0.16240766397556813,0.9502390937159796,0.4178758659175425,0.21442682391448847,0.2915287399083805,0,1,0
21,0.5428336264821072,0.41,0.12977758234526188,0.808992460804408,0.26722153820841654,0.15824465942021193,0.2547197793157735,0,0,1
21,0.47129238783163874,0.3762923878316387,0.12629238783163874,0.49790419676341946,0.17883317509375746,0.11631254410333425,0.1716938581747458,1,0,0
21,0.6455802585147461,0.4994197414852539,0.18883948297050782,1.5865980726386426,0.7479050763254785,0.36772831965415037,0.4013855227791113,0,0,1
21,0.4774843079353739,0.3824843079353739,0.13248430793537394,0.524993847217261,0.18641827722083307,0.13457870840935304,0.17262264619030607,1,0,0
21,0.6579803524517155,0.5077882114710293,0.17961571803862764,1.5380824184546695,0.714130670424949,0.3535871136166327,0.39631212073106103,0,0,1
21,0.5355149834772117,0.4196566776818589,0.12982833884092945,0.803955049568365,0.29926622229338745,0.18039918594325308,0.2770817602958007,0,0,1
21,0.6168890317145196,0.4834445158572598,0.1878896744298575,1.2130891602575873,0.4411642029245379,0.24894451585725977,0.3523348330024552,0,0,1
21,0.8039268145628345,0.6409041691051856,0.24762717454917885,2.2035096877171805,0.8689072883975274,0.4204350179993172,0.7702520544064037,1,0,0
21,0.57,0.4651449279974135,0.1685300205721676,1.0987505174863426,0.41830641873993807,0.22851138788168673,0.3704451337190892,1,0,0
21,0.7042589263717396,0.5642589263717396,0.2258517852743479,1.9568626520431793,0.8572281367391196,0.461976128210102,0.5150289239080879,1,0,0
21,0.6276824404518286,0.5228040674197144,0.19731755954817137,1.2934668354888055,0.5279480256336746,0.25189053572890285,0.43390535728902835,1,0,0
21,0.5959882506233259,0.4683137510388767,0.17930200166220273,1.0766682766829803,0.4106223238156806,0.2683082245636718,0.3223255004155507,0,0,1
21,0.5434635049295331,0.4054244534506731,0.1256536495070467,0.7553361688943311,0.2576901445775137,0.16467656911268405,0.1982682475352335,0,0,1
21,0.6488558666600162,0.5232837999900243,0.19,1.5124859134088169,0.6259279333300081,0.39598067330706377,0.403581000049879,0,0,1
21,0.5287083326650026,0.42677777955999296,0.14129166733499737,0.8758416681369942,0.3173777811639866,0.16655139038149414,0.2843472184350149,0,0,1
21,0.6898963173025123,0.5308506137829146,0.15765552404623143,1.498945835599197,0.6269523890918589,0.3170454956878397,0.43850613782914605,0,0,1
21,0.6938269257610045,0.5401346161166376,0.2148653838833624,1.7080615532971883,0.5914846116757029,0.4018807658634671,0.5021211608491662,1,0,0
21,0.5974664259110326,0.48820635368434245,0.1464798555466196,1.2534731407288262,0.5067803464616734,0.2930919422186478,0.33,1,0,0
21,0.630532764987078,0.5294159562338475,0.18497436061046277,1.243060968315569,0.567903136539079,0.2525256393895372,0.38329914748061705,1,0,0
21,0.5642871888948836,0.4564307833423254,0.1592846083288373,0.8754276866630698,0.3139312994555346,0.21771977863344133,0.2835717972237209,1,0,0
21,0.5067303310568855,0.3903842648455084,0.1536539337886229,0.7708840369950889,0.3601166465561698,0.17284538266011845,0.20749886074790228,0,1,0
21,0.5160942023537127,0.37794481592777984,0.13657469321296645,0.5848520611059479,0.19002664412704107,0.13866270848945342,0.2045195091407463,1,0,0
21,0.5834522894697522,0.45,0.15110550752160554,1.0492773454945072,0.4290678834524678,0.2733025616472825,0.3187587255734588,0,0,1
21,0.5711407259916484,0.4765778220250546,0.17543709603340615,0.9478843360386162,0.39683262061586794,0.20182516158663755,0.302414718945715,0,0,1
21,0.4993241170319839,0.38,0.13786034308599868,0.5947318869729926,0.19999103935920376,0.1312386074535898,0.21427931382800267,1,0,0
21,0.6168465515253475,0.47369310305069495,0.1731534484746525,1.2888363803506815,0.5106686209944672,0.3377065522940039,0.32307758587557917,1,0,0
21,0.5731760183237726,0.4722321282664085,0.165,0.9903405039037476,0.3867155243307758,0.234998691347985,0.2981760183237726,1,0,0
21,0.6133989318643323,0.47660106813566766,0.16919946593216617,1.0978569024065636,0.46429652855908,0.23061674218621356,0.3425983977964985,1,0,0
21,0.6409561455988292,0.5439342183982437,0.18106578160175626,1.2714829207142044,0.5724263126407025,0.2814500299133262,0.35426312640702506,1,0,0
21,0.6653608197962325,0.5348797267345892,0.15620273265410828,1.3857181757982848,0.5956752621833907,0.2584363995731143,0.4845189069383567,0,0,1
21,0.6374722434675375,0.49466321303409533,0.1643819391331156,1.0966010360897716,0.42820725262839976,0.2619048860743566,0.35904515216721095,1,0,0
21,0.5549462003025395,0.4547848012101579,0.17989240060507894,0.9572037644775842,0.29590854051431714,0.1946718218454908,0.3888164066558685,1,0,0
21,0.5871190523117965,0.485,0.165,1.0538309575429763,0.42627143138707796,0.24016586378680005,0.3121190523117966,1,0,0
21,0.673543260211386,0.5385062142917296,0.19179015306552116,1.819362094951152,0.8642287296403892,0.3967605163297961,0.4447729449132553,0,0,1
21,0.5896034470285462,0.4532011490095154,0.1496034470285462,1.0309264344532862,0.40304827286851086,0.21247873608953308,0.3632011490095154,0,0,1
21,0.6232528828480488,0.4915057656960977,0.19198846860780458,1.2323368196770004,0.40864373851231756,0.25863220712012214,0.3918310539809026,0,0,1
21,0.47662540132167797,0.365,0.13162540132167794,0.5622177450402771,0.22784401699594262,0.12389848725132772,0.1746551123700698,1,0,0
21,0.45211842598941737,0.35149201392290214,0.12346240742554782,0.5078610047389256,0.20307857410854085,0.11509793522237304,0.16259680556916087,0,1,0
21,0.6485907274087042,0.5085907274087041,0.1615395683347921,1.4652760191200582,0.6501042365947969,0.2447939248691223,0.4168228616882811,1,0,0
21,0.4488387390029672,0.3421106179304789,0.1044193695014836,0.4425365651447215,0.17832772266451846,0.108548423753709,0.1410654830331494,0,0,1
21,0.6135576565858669,0.482147447804711,0.20208317853875665,1.0849102087811557,0.41760264507203504,0.22782041756231178,0.34426276097644487,1,0,0
21,0.6173696391815918,0.4823696391815918,0.20086657585678713,1.20607365540668,0.3908067393145703,0.25241640573912594,0.37973927836318366,0,0,1
21,0.635,0.5182436178237833,0.1799461706942699,1.222227469032064,0.5743243617823783,0.25654844637515706,0.3698923413885398,1,0,0
21,0.6369657271400778,0.5178303356031129,0.20761011186770426,1.4401589713035015,0.5261785863326847,0.2849502193579766,0.4783034272859922,1,0,0
21,0.5101114487377564,0.39308915899020513,0.15297771025244872,0.7753471123338385,0.35037902763526163,0.17879614977845124,0.2162897667181666,0,1,0
21,0.4651101384549608,0.3701101384549608,0.13776554017167103,0.5744118892360314,0.20719236563949087,0.12872857624889036,0.2011722991416449,0,0,1
21,0.5776525813111367,0.47265258131113674,0.13969483737772648,0.9125586809490248,0.37538966571905946,0.18237089829758796,0.27734741868886326,1,0,0
21,0.5994653953567877,0.46622116279732306,0.16648846511892923,0.9976784070075522,0.43164856977638616,0.22870962791625227,0.3068317441959846,0,1,0
21,0.6667307907779619,0.5344230697406794,0.1607693025932063,1.3960386238606461,0.5944422882998343,0.2657885771750621,0.4826922789627175,0,0,1
21,0.6068209499032609,0.4761342875725544,0.16273142485489123,1.279279232272663,0.5094104749516304,0.3223478985057336,0.3240895250483696,1,0,0
21,0.6400748926426255,0.5100374463213128,0.19002808474098457,1.6127809390203207,0.6214269796734402,0.3609550644144247,0.46999063841967176,0,0,1
21,0.6535524594446271,0.5235524594446271,0.18355245944462706,1.6091480736527275,0.632165325749096,0.3857104918889254,0.4256241823619785,0,0,1
21,0.6424904704142065,0.541844028846171,0.1699809408284129,1.2928802412721865,0.575019059171587,0.29985737026628195,0.3338270326183352,1,0,0
21,0.5962870215610411,0.4728018301854575,0.18939633962908492,1.072628702156104,0.38925287815450527,0.20534851913755833,0.3526537439412932,1,0,0
21,0.44771911304094936,0.345,0.13157866956142403,0.4530359026198229,0.19727191130409494,0.09217581826605384,0.1271937695759653,0,1,0
