a7,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,season_autumn,season_spring,season_summer,season_winter,size_large,size_medium,size_small,speed_high,speed_low,speed_medium
2.2,7.35,10.4,7.0,1.7180000000000002,49.0,41.5,61.5,0.8,0,0,1,0,0,0,1,1,0,0
0.0,8.06,8.3,38.902,3.678,627.27301,205.636,219.90900000000002,6.209,1,0,0,0,1,0,0,0,1,0
1.4,7.19,11.7,4.3260000000000005,1.474,160.0,2.5,7.2,0.3,0,0,1,0,0,0,1,1,0,0
0.0,8.7,10.7,4.545,0.941,32.727,16.0,21.3,1.1,1,0,0,0,1,0,0,1,0,0
1.2,7.925,10.2,34.037,9.08,109.0,55.0,58.623000000000005,11.6,0,0,1,0,0,1,0,0,0,1
2.4,7.8,3.6,48.667,4.03,5738.33008,412.33301,607.16699,4.3,0,0,0,1,0,1,0,0,0,1
2.9,8.25,13.1,65.75,9.248,430.0,18.25,56.667,28.4,0,0,0,1,0,0,1,1,0,0
0.0,8.2,6.6,131.39999,4.188,92.0,238.2,320.39999,6.8,0,0,1,0,0,1,0,0,1,0
2.1,7.74,9.6,5.0,1.2229999999999999,27.285999999999998,12.0,17.0,41.0,0,0,0,1,0,0,1,1,0,0
0.0,7.7,4.4,53.0,2.31,90.0,22.2,116.2,16.0,0,0,1,0,0,1,0,1,0,0
0.0,6.5,10.4,9.734727601437369,5.97,10.0,2.0,14.0,4.23340112158487,0,1,0,0,0,0,1,0,0,1
1.0,8.1,9.8,29.5,1.287,224.28599999999997,25.166999999999998,102.333,3.6,1,0,0,0,0,1,0,0,0,1
3.6,7.3,9.9,16.0,4.82,101.667,14.667,85.0,2.0,0,0,0,1,1,0,0,1,0,0
1.0,8.9,4.5,57.75,0.267,155.0,97.333,235.66701,98.81700000000001,0,1,0,0,0,1,0,0,1,0
0.0,8.0,9.7,57.848,0.461,217.75,37.0,86.99700000000001,3.0,0,0,1,0,0,1,0,0,0,1
0.0,8.05,10.6,59.067,4.99,205.66701,44.667,77.434,6.9,1,0,0,0,0,0,1,1,0,0
0.0,8.4,9.9,34.5,2.818,3515.0,20.0,47.0,2.3,1,0,0,0,0,0,1,0,0,1
2.2,8.0,9.2,39.0,4.86,120.0,187.0,213.0,2.0,0,1,0,0,0,1,0,0,0,1
0.0,8.0,10.4664624599572,1.45,0.81,10.0,2.5,3.0,0.3,0,1,0,0,0,0,1,1,0,0
2.0,8.53,11.1,63.292,1.726,227.60001,84.3,146.452,21.22,1,0,0,0,1,0,0,0,1,0
0.0,8.7,9.8,5.888999999999999,1.534,51.111000000000004,9.667,17.333,1.0,0,0,0,1,0,1,0,1,0,0
31.6,7.6,6.3,81.333,9.715,196.66701,77.333,147.83299,3.0,0,1,0,0,0,1,0,0,1,0
0.0,8.3,12.5,87.0,4.87,22.5,27.0,43.5,3.3,0,1,0,0,0,0,1,1,0,0
1.4,8.4,10.6,19.22,1.655,96.833,20.666999999999998,54.916000000000004,20.6,1,0,0,0,1,0,0,0,1,0
0.0,7.9,11.2,49.9,9.773,505.0,67.5,143.75,5.45,0,0,0,1,0,1,0,0,0,1
0.0,8.5,11.8,7.837999999999999,1.732,206.53798999999998,8.692,16.662,2.1,0,0,1,0,0,1,0,1,0,0
0.0,8.4,10.29,5.3260000000000005,0.996,53.846000000000004,7.667000000000001,14.354000000000001,0.8,0,0,1,0,1,0,0,1,0,0
0.0,8.1,10.2,7.6129999999999995,0.6990000000000001,32.5,26.625,52.875,2.0,0,0,1,0,1,0,0,1,0,0
0.0,7.8,10.5,70.0,2.443,98.333,144.66701,244.0,9.0,0,1,0,0,0,1,0,1,0,0
0.0,8.4,13.4,69.75,4.555,37.5,10.0,40.667,3.9,0,0,0,1,0,0,1,1,0,0
0.0,7.78,12.0,7.0,1.42,34.333,18.667,50.0,1.1,0,0,0,1,0,0,1,1,0,0
3.4,8.1,11.7,35.66,5.13,46.5,49.0,88.5,2.5,1,0,0,0,0,1,0,0,0,1
0.0,8.43,9.9,37.6,0.826,124.0,32.5,115.0,11.7,0,0,0,1,0,1,0,0,1,0
0.0,7.9,6.3,101.875,3.978,153.75,51.75,205.875,2.0,0,0,0,1,0,1,0,1,0,0
0.0,7.75,10.3,32.92,2.9419999999999997,42.0,16.0,40.0,7.6,1,0,0,0,0,0,1,1,0,0
0.0,8.4,8.4,17.375,3.833,83.75,53.625,79.75,2.338,1,0,0,0,1,0,0,0,0,1
6.6,9.0,6.9,28.333000000000002,2.9539999999999997,76.667,102.333,277.33301,110.456,0,1,0,0,0,1,0,0,0,1
1.0,8.06,9.0,55.35,10.415999999999999,233.7,58.222,97.58,10.5,1,0,0,0,0,0,1,0,0,1
0.0,7.0,12.1,3.136,1.208,16.2,1.8,2.5,0.5,0,0,1,0,0,0,1,1,0,0
0.0,8.3,9.7,10.556,1.921,65.556,61.556000000000004,127.22200000000001,5.233,0,1,0,0,0,1,0,1,0,0
0.0,7.9,9.8,194.75,6.513,3466.6599100000003,23.0,173.75,15.3,0,0,0,1,0,1,0,0,0,1
0.0,8.6,10.6,208.364,4.459,197.90900000000002,87.333,194.10001,27.618000000000002,0,1,0,0,1,0,0,0,0,1
0.0,7.09,8.4,10.5,1.5719999999999998,28.0,4.0,13.6,0.5,0,0,0,1,0,0,1,1,0,0
0.0,7.83,11.7,4.083,1.328,18.0,3.333,6.667000000000001,1.04416870664555,1,0,0,0,0,0,1,1,0,0
1.6,8.22,8.1,41.25,1.415,172.5,46.667,123.333,30.4,0,0,0,1,0,1,0,1,0,0
25.6,7.5,10.8,31.0,4.408,737.5,111.25,214.0,2.9,1,0,0,0,0,1,0,0,0,1
0.0,8.7,3.4,21.95,0.8859999999999999,102.75,36.3,71.0,5.544,0,0,0,1,0,0,1,0,0,1
0.0,7.9,10.5,10.207,2.3040000000000003,132.25,10.583,23.485,2.0,1,0,0,0,0,1,0,1,0,0
2.2,9.1,9.4,35.75,5.164,32.5,85.5,215.5,18.37,0,1,0,0,0,1,0,1,0,0
0.0,8.55,11.0,22.32,3.14,82.1,45.9,101.455,18.33,1,0,0,0,1,0,0,0,1,0
1.0,7.8,8.2,85.98200000000001,6.2,421.66699000000006,31.333000000000002,211.66701,21.9,0,0,1,0,0,1,0,1,0,0
0.0,5.6,11.8,7.64098570361906,2.22,5.0,1.0,1.0,1.07214792040487,0,1,0,0,0,0,1,0,0,1
